component,value,count
geometry,3.891,6
geometry,3.892,7
geometry,3.893,6
geometry,3.894,7
geometry,3.895,6
geometry,3.896,4
geometry,3.897,6
geometry,3.898,4
geometry,3.899,3
geometry,3.9,8
geometry,3.901,5
geometry,3.902,7
geometry,3.903,5
geometry,3.904,4
geometry,3.905,4
geometry,3.906,5
geometry,3.907,6
geometry,3.908,3
geometry,3.909,6
geometry,3.91,7
geometry,3.911,2
geometry,3.912,5
geometry,3.913,1
geometry,3.914,9
geometry,3.915,3
geometry,3.916,3
geometry,3.917,5
geometry,3.918,1
geometry,3.919,7
geometry,3.92,4
geometry,3.921,5
geometry,3.922,5
geometry,3.923,6
geometry,3.924,3
geometry,3.925,7
geometry,3.926,5
geometry,3.927,6
geometry,3.928,3
geometry,3.929,8
geometry,3.93,9
geometry,3.931,5
geometry,3.932,5
geometry,3.933,10
geometry,3.934,6
geometry,3.935,3
geometry,3.936,3
geometry,3.937,7
geometry,3.938,6
geometry,3.939,6
geometry,3.94,5
geometry,3.941,11
geometry,3.942,7
geometry,3.943,7
geometry,3.944,5
geometry,3.945,4
geometry,3.946,6
geometry,3.947,6
geometry,3.948,2
geometry,3.949,6
geometry,3.95,3
geometry,3.951,4
geometry,3.952,6
geometry,3.953,4
geometry,3.954,5
geometry,3.955,4
geometry,3.956,7
geometry,3.957,1
geometry,3.958,6
geometry,3.959,4
geometry,3.96,9
geometry,3.961,7
geometry,3.962,4
geometry,3.963,2
geometry,3.964,4
geometry,3.965,7
geometry,3.966,11
geometry,3.967,4
geometry,3.968,2
geometry,3.969,3
geometry,3.97,11
geometry,3.971,3
geometry,3.972,9
geometry,3.973,4
geometry,3.974,3
geometry,3.975,4
geometry,3.976,10
geometry,3.977,7
geometry,3.978,4
geometry,3.979,3
geometry,3.98,4
geometry,3.981,1
geometry,3.982,7
geometry,3.983,6
geometry,3.984,5
geometry,3.985,6
geometry,3.986,5
geometry,3.987,2
geometry,3.988,3
geometry,3.989,5
geometry,3.99,11
geometry,3.991,7
geometry,3.992,6
geometry,3.993,5
geometry,3.994,3
geometry,3.995,4
geometry,3.996,12
geometry,3.997,3
geometry,3.998,2
geometry,3.999,6
geometry,4,4
geometry,4.001,4
geometry,4.002,5
geometry,4.003,3
geometry,4.004,3
geometry,4.005,7
geometry,4.006,4
geometry,4.007,3
geometry,4.008,4
geometry,4.009,6
geometry,4.01,5
geometry,4.011,7
geometry,4.012,4
geometry,4.013,5
geometry,4.014,4
geometry,4.016,5
geometry,4.017,4
geometry,4.018,2
geometry,4.019,2
geometry,4.02,5
geometry,4.021,7
geometry,4.022,4
geometry,4.023,5
geometry,4.024,6
geometry,4.025,6
geometry,4.026,2
geometry,4.027,2
geometry,4.028,5
geometry,4.029,4
geometry,4.03,5
geometry,4.031,1
geometry,4.032,6
geometry,4.033,3
geometry,4.034,7
geometry,4.035,7
geometry,4.036,5
geometry,4.037,8
geometry,4.038,7
geometry,4.039,9
geometry,4.04,4
geometry,4.041,4
geometry,4.042,2
geometry,4.043,5
geometry,4.044,1
geometry,4.045,7
geometry,4.046,8
geometry,4.047,3
geometry,4.048,6
geometry,4.049,4
geometry,4.05,3
geometry,4.051,8
geometry,4.052,3
geometry,4.053,4
geometry,4.054,3
geometry,4.055,9
geometry,4.056,3
geometry,4.057,11
geometry,4.058,7
geometry,4.059,7
geometry,4.06,5
geometry,4.061,3
geometry,4.062,5
geometry,4.063,1
geometry,4.064,6
geometry,4.065,4
geometry,4.066,4
geometry,4.067,3
geometry,4.068,9
geometry,4.069,10
geometry,4.07,3
geometry,4.071,5
geometry,4.072,3
geometry,4.073,3
geometry,4.074,5
geometry,4.075,7
geometry,4.076,4
geometry,4.077,5
geometry,4.078,6
geometry,4.079,3
geometry,4.08,3
geometry,4.081,3
geometry,4.082,4
geometry,4.083,3
geometry,4.084,4
geometry,4.085,4
geometry,4.086,6
geometry,4.087,3
geometry,4.088,8
geometry,4.089,3
geometry,4.09,9
geometry,4.091,5
geometry,4.092,4
geometry,4.093,3
geometry,4.094,4
geometry,4.095,7
geometry,4.096,5
geometry,4.097,4
geometry,4.098,6
geometry,4.099,7
geometry,4.1,2
geometry,4.101,5
geometry,4.102,2
geometry,4.103,4
geometry,4.104,9
geometry,4.105,3
geometry,4.106,9
geometry,4.107,5
geometry,4.108,10
geometry,4.109,9
geometry,4.11,5
geometry,4.111,5
geometry,4.112,7
geometry,4.113,3
geometry,4.115,4
geometry,4.116,5
geometry,4.117,3
geometry,4.118,4
geometry,4.119,5
geometry,4.12,2
geometry,4.121,2
geometry,4.122,3
geometry,4.123,6
geometry,4.124,3
geometry,4.125,2
geometry,4.126,4
geometry,4.127,11
geometry,4.128,3
geometry,4.129,3
geometry,4.13,6
geometry,4.131,3
geometry,4.132,3
geometry,4.133,6
geometry,4.134,3
geometry,4.135,4
geometry,4.136,4
geometry,4.137,3
geometry,4.138,8
geometry,4.139,3
geometry,4.14,4
geometry,4.141,6
geometry,4.142,5
geometry,4.143,8
geometry,4.144,4
geometry,4.145,7
geometry,4.146,3
geometry,4.147,4
geometry,4.148,4
geometry,4.149,4
geometry,4.15,5
geometry,4.151,5
geometry,4.152,5
geometry,4.153,4
geometry,4.154,5
geometry,4.155,4
geometry,4.156,4
geometry,4.157,2
geometry,4.158,3
geometry,4.159,9
geometry,4.16,1
geometry,4.161,2
geometry,4.162,9
geometry,4.163,6
geometry,4.164,1
geometry,4.165,3
geometry,4.166,3
geometry,4.167,6
geometry,4.168,6
geometry,4.169,1
geometry,4.17,1
geometry,4.171,2
geometry,4.172,5
geometry,4.173,2
geometry,4.174,4
geometry,4.175,3
geometry,4.176,7
geometry,4.177,4
geometry,4.178,2
geometry,4.179,5
geometry,4.18,8
geometry,4.181,2
geometry,4.182,1
geometry,4.183,5
geometry,4.184,7
geometry,4.185,5
geometry,4.186,6
geometry,4.187,1
geometry,4.188,2
geometry,4.189,4
geometry,4.19,5
geometry,4.191,4
geometry,4.192,4
geometry,4.193,5
geometry,4.194,7
geometry,4.195,9
geometry,4.196,4
geometry,4.197,4
geometry,4.198,4
geometry,4.199,3
geometry,4.2,5
geometry,4.201,2
geometry,4.202,5
geometry,4.203,4
geometry,4.204,3
geometry,4.205,4
geometry,4.206,8
geometry,4.207,2
geometry,4.208,6
geometry,4.209,4
geometry,4.21,5
geometry,4.211,5
geometry,4.212,5
geometry,4.213,8
geometry,4.214,12
geometry,4.215,4
geometry,4.216,4
geometry,4.217,6
geometry,4.218,8
geometry,4.219,3
geometry,4.22,4
geometry,4.221,2
geometry,4.222,3
geometry,4.223,6
geometry,4.224,1
geometry,4.225,3
geometry,4.226,1
geometry,4.227,6
geometry,4.228,6
geometry,4.229,7
geometry,4.231,5
geometry,4.232,4
geometry,4.233,8
geometry,4.234,7
geometry,4.235,5
geometry,4.236,6
geometry,4.237,5
geometry,4.238,3
geometry,4.239,5
geometry,4.24,5
geometry,4.241,3
geometry,4.242,5
geometry,4.243,9
geometry,4.244,3
geometry,4.245,4
geometry,4.246,2
geometry,4.247,4
geometry,4.248,4
geometry,4.249,1
geometry,4.25,4
geometry,4.251,1
geometry,4.252,6
geometry,4.253,6
geometry,4.254,1
geometry,4.255,3
geometry,4.256,5
geometry,4.257,7
geometry,4.258,1
geometry,4.259,2
geometry,4.26,5
geometry,4.261,5
geometry,4.262,7
geometry,4.263,4
geometry,4.264,2
geometry,4.265,3
geometry,4.266,5
geometry,4.267,3
geometry,4.268,7
geometry,4.269,8
geometry,4.27,5
geometry,4.271,2
geometry,4.272,3
geometry,4.273,2
geometry,4.274,3
geometry,4.275,4
geometry,4.276,1
geometry,4.277,8
geometry,4.278,4
geometry,4.279,7
geometry,4.28,5
geometry,4.281,6
geometry,4.282,5
geometry,4.283,1
geometry,4.284,2
geometry,4.285,3
geometry,4.286,4
geometry,4.287,5
geometry,4.288,4
geometry,4.289,5
geometry,4.29,5
geometry,4.291,8
geometry,4.292,2
geometry,4.293,5
geometry,4.294,1
geometry,4.295,7
geometry,4.296,3
geometry,4.297,5
geometry,4.298,7
geometry,4.299,2
geometry,4.3,3
geometry,4.301,7
geometry,4.302,3
geometry,4.303,9
geometry,4.304,2
geometry,4.305,7
geometry,4.306,3
geometry,4.307,7
geometry,4.308,3
geometry,4.309,4
geometry,4.31,4
geometry,4.311,5
geometry,4.312,6
geometry,4.313,2
geometry,4.314,4
geometry,4.315,5
geometry,4.316,5
geometry,4.317,2
geometry,4.318,7
geometry,4.319,5
geometry,4.32,3
geometry,4.321,2
geometry,4.322,2
geometry,4.323,5
geometry,4.324,5
geometry,4.325,3
geometry,4.326,1
geometry,4.327,6
geometry,4.328,12
geometry,4.329,5
geometry,4.33,4
geometry,4.331,5
geometry,4.332,4
geometry,4.333,7
geometry,4.334,2
geometry,4.335,7
geometry,4.336,3
geometry,4.337,2
geometry,4.338,8
geometry,4.339,4
geometry,4.34,6
geometry,4.341,7
geometry,4.342,4
geometry,4.343,4
geometry,4.344,4
geometry,4.345,6
geometry,4.346,6
geometry,4.347,3
geometry,4.348,5
geometry,4.349,2
geometry,4.35,2
geometry,4.351,6
geometry,4.352,6
geometry,4.353,8
geometry,4.354,1
geometry,4.355,2
geometry,4.356,4
geometry,4.357,3
geometry,4.358,4
geometry,4.359,2
geometry,4.36,6
geometry,4.361,5
geometry,4.362,3
geometry,4.363,2
geometry,4.364,4
geometry,4.365,3
geometry,4.366,1
geometry,4.367,3
geometry,4.368,4
geometry,4.369,3
geometry,4.37,8
geometry,4.371,5
geometry,4.372,2
geometry,4.374,6
geometry,4.375,3
geometry,4.376,4
geometry,4.377,4
geometry,4.378,2
geometry,4.379,5
geometry,4.38,6
geometry,4.381,6
geometry,4.382,3
geometry,4.383,4
geometry,4.384,2
geometry,4.385,3
geometry,4.386,9
geometry,4.387,4
geometry,4.388,2
geometry,4.389,1
geometry,4.39,5
geometry,4.391,8
geometry,4.392,3
geometry,4.393,2
geometry,4.394,2
geometry,4.395,2
geometry,4.396,3
geometry,4.397,3
geometry,4.398,4
geometry,4.399,2
geometry,4.4,3
geometry,4.401,4
geometry,4.402,8
geometry,4.403,6
geometry,4.404,2
geometry,4.405,2
geometry,4.406,5
geometry,4.407,3
geometry,4.408,2
geometry,4.409,3
geometry,4.41,6
geometry,4.411,4
geometry,4.412,4
geometry,4.413,8
geometry,4.414,1
geometry,4.415,1
geometry,4.416,4
geometry,4.417,8
geometry,4.418,7
geometry,4.419,4
geometry,4.42,1
geometry,4.421,3
geometry,4.422,3
geometry,4.423,4
geometry,4.424,3
geometry,4.425,2
geometry,4.426,5
geometry,4.427,6
geometry,4.428,9
geometry,4.429,2
geometry,4.43,1
geometry,4.431,4
geometry,4.432,1
geometry,4.433,1
geometry,4.434,3
geometry,4.435,2
geometry,4.436,5
geometry,4.437,4
geometry,4.438,2
geometry,4.439,3
geometry,4.44,4
geometry,4.441,3
geometry,4.442,3
geometry,4.443,5
geometry,4.444,7
geometry,4.445,7
geometry,4.446,3
geometry,4.448,7
geometry,4.449,5
geometry,4.45,2
geometry,4.451,10
geometry,4.452,4
geometry,4.453,2
geometry,4.454,4
geometry,4.455,1
geometry,4.456,2
geometry,4.457,4
geometry,4.458,3
geometry,4.459,2
geometry,4.46,1
geometry,4.461,4
geometry,4.462,5
geometry,4.463,4
geometry,4.464,4
geometry,4.465,7
geometry,4.466,2
geometry,4.467,3
geometry,4.468,1
geometry,4.469,3
geometry,4.47,2
geometry,4.471,5
geometry,4.472,4
geometry,4.473,7
geometry,4.474,5
geometry,4.475,3
geometry,4.476,5
geometry,4.477,4
geometry,4.478,4
geometry,4.479,3
geometry,4.48,4
geometry,4.481,1
geometry,4.482,5
geometry,4.483,4
geometry,4.484,2
geometry,4.485,1
geometry,4.486,3
geometry,4.487,4
geometry,4.488,2
geometry,4.489,2
geometry,4.49,5
geometry,4.491,3
geometry,4.492,7
geometry,4.493,3
geometry,4.494,3
geometry,4.495,1
geometry,4.496,4
geometry,4.497,2
geometry,4.498,3
geometry,4.499,7
geometry,4.5,3
geometry,4.501,5
geometry,4.502,6
geometry,4.503,3
geometry,4.504,2
geometry,4.505,7
geometry,4.506,5
geometry,4.507,7
geometry,4.508,4
geometry,4.509,1
geometry,4.51,3
geometry,4.511,2
geometry,4.512,1
geometry,4.513,2
geometry,4.514,4
geometry,4.516,2
geometry,4.517,3
geometry,4.518,5
geometry,4.519,3
geometry,4.52,2
geometry,4.521,5
geometry,4.522,4
geometry,4.523,5
geometry,4.524,3
geometry,4.525,6
geometry,4.526,4
geometry,4.527,7
geometry,4.528,2
geometry,4.529,1
geometry,4.53,4
geometry,4.531,3
geometry,4.532,3
geometry,4.533,4
geometry,4.534,5
geometry,4.535,5
geometry,4.536,2
geometry,4.538,5
geometry,4.539,5
geometry,4.54,2
geometry,4.541,4
geometry,4.542,4
geometry,4.543,9
geometry,4.544,5
geometry,4.545,2
geometry,4.546,2
geometry,4.547,9
geometry,4.548,3
geometry,4.549,2
geometry,4.55,1
geometry,4.551,4
geometry,4.552,1
geometry,4.553,4
geometry,4.554,2
geometry,4.555,6
geometry,4.556,4
geometry,4.557,3
geometry,4.558,1
geometry,4.559,2
geometry,4.56,5
geometry,4.561,6
geometry,4.562,4
geometry,4.563,5
geometry,4.564,3
geometry,4.565,3
geometry,4.566,2
geometry,4.567,5
geometry,4.568,3
geometry,4.569,6
geometry,4.57,6
geometry,4.571,3
geometry,4.572,5
geometry,4.573,4
geometry,4.574,6
geometry,4.575,4
geometry,4.576,6
geometry,4.577,1
geometry,4.578,7
geometry,4.579,3
geometry,4.58,9
geometry,4.581,3
geometry,4.582,4
geometry,4.583,5
geometry,4.584,3
geometry,4.585,4
geometry,4.586,4
geometry,4.587,2
geometry,4.588,1
geometry,4.589,3
geometry,4.59,3
geometry,4.591,1
geometry,4.592,6
geometry,4.593,1
geometry,4.594,5
geometry,4.595,3
geometry,4.596,7
geometry,4.598,4
geometry,4.599,5
geometry,4.6,2
geometry,4.601,2
geometry,4.602,3
geometry,4.603,5
geometry,4.604,4
geometry,4.605,3
geometry,4.607,3
geometry,4.608,3
geometry,4.609,3
geometry,4.61,1
geometry,4.611,1
geometry,4.612,3
geometry,4.613,3
geometry,4.614,5
geometry,4.615,1
geometry,4.616,4
geometry,4.617,2
geometry,4.618,6
geometry,4.619,3
geometry,4.62,5
geometry,4.621,5
geometry,4.622,4
geometry,4.623,6
geometry,4.624,5
geometry,4.625,2
geometry,4.626,2
geometry,4.627,4
geometry,4.628,8
geometry,4.629,7
geometry,4.63,4
geometry,4.632,6
geometry,4.633,3
geometry,4.634,3
geometry,4.635,1
geometry,4.636,4
geometry,4.637,3
geometry,4.638,8
geometry,4.639,4
geometry,4.64,5
geometry,4.641,3
geometry,4.642,3
geometry,4.643,4
geometry,4.644,4
geometry,4.645,2
geometry,4.646,4
geometry,4.647,1
geometry,4.648,2
geometry,4.649,9
geometry,4.65,5
geometry,4.651,4
geometry,4.652,7
geometry,4.653,1
geometry,4.654,5
geometry,4.655,4
geometry,4.656,3
geometry,4.657,5
geometry,4.658,3
geometry,4.659,3
geometry,4.66,5
geometry,4.661,4
geometry,4.662,6
geometry,4.663,6
geometry,4.664,4
geometry,4.665,2
geometry,4.666,3
geometry,4.667,4
geometry,4.668,3
geometry,4.669,3
geometry,4.67,1
geometry,4.671,4
geometry,4.672,5
geometry,4.673,4
geometry,4.674,3
geometry,4.675,4
geometry,4.676,3
geometry,4.677,3
geometry,4.678,3
geometry,4.679,5
geometry,4.68,2
geometry,4.681,6
geometry,4.682,4
geometry,4.683,2
geometry,4.684,1
geometry,4.685,6
geometry,4.686,5
geometry,4.687,2
geometry,4.688,3
geometry,4.689,3
geometry,4.69,4
geometry,4.691,3
geometry,4.692,4
geometry,4.693,3
geometry,4.694,3
geometry,4.695,5
geometry,4.696,4
geometry,4.697,5
geometry,4.698,1
geometry,4.699,3
geometry,4.7,5
geometry,4.701,5
geometry,4.702,2
geometry,4.703,2
geometry,4.704,2
geometry,4.705,5
geometry,4.706,5
geometry,4.707,5
geometry,4.708,3
geometry,4.709,3
geometry,4.71,2
geometry,4.712,3
geometry,4.713,3
geometry,4.714,4
geometry,4.715,4
geometry,4.716,4
geometry,4.717,2
geometry,4.718,4
geometry,4.719,5
geometry,4.72,4
geometry,4.721,4
geometry,4.722,3
geometry,4.723,1
geometry,4.724,4
geometry,4.725,2
geometry,4.726,3
geometry,4.728,4
geometry,4.729,2
geometry,4.73,1
geometry,4.732,2
geometry,4.734,3
geometry,4.735,2
geometry,4.736,2
geometry,4.737,3
geometry,4.738,3
geometry,4.74,4
geometry,4.741,2
geometry,4.742,4
geometry,4.743,4
geometry,4.744,1
geometry,4.745,5
geometry,4.746,3
geometry,4.747,5
geometry,4.748,3
geometry,4.749,6
geometry,4.75,6
geometry,4.751,2
geometry,4.752,1
geometry,4.753,3
geometry,4.754,2
geometry,4.755,5
geometry,4.756,1
geometry,4.757,4
geometry,4.758,5
geometry,4.759,4
geometry,4.76,2
geometry,4.761,5
geometry,4.762,1
geometry,4.763,1
geometry,4.764,3
geometry,4.765,3
geometry,4.766,4
geometry,4.768,3
geometry,4.769,6
geometry,4.77,2
geometry,4.771,3
geometry,4.772,1
geometry,4.773,4
geometry,4.774,5
geometry,4.775,1
geometry,4.776,8
geometry,4.777,1
geometry,4.778,1
geometry,4.78,3
geometry,4.781,6
geometry,4.782,3
geometry,4.783,5
geometry,4.784,1
geometry,4.785,2
geometry,4.786,3
geometry,4.787,3
geometry,4.788,3
geometry,4.789,2
geometry,4.79,1
geometry,4.791,3
geometry,4.792,3
geometry,4.793,4
geometry,4.794,1
geometry,4.795,4
geometry,4.796,6
geometry,4.797,3
geometry,4.798,4
geometry,4.799,3
geometry,4.8,6
geometry,4.801,5
geometry,4.802,3
geometry,4.804,2
geometry,4.805,2
geometry,4.806,1
geometry,4.807,1
geometry,4.808,4
geometry,4.809,4
geometry,4.81,6
geometry,4.811,1
geometry,4.812,1
geometry,4.813,2
geometry,4.814,5
geometry,4.815,5
geometry,4.816,1
geometry,4.817,2
geometry,4.818,2
geometry,4.819,6
geometry,4.82,2
geometry,4.822,1
geometry,4.823,1
geometry,4.824,5
geometry,4.825,4
geometry,4.826,2
geometry,4.827,4
geometry,4.828,3
geometry,4.829,2
geometry,4.831,1
geometry,4.832,2
geometry,4.833,5
geometry,4.834,4
geometry,4.835,1
geometry,4.836,4
geometry,4.837,4
geometry,4.838,2
geometry,4.839,6
geometry,4.84,2
geometry,4.841,6
geometry,4.842,3
geometry,4.843,2
geometry,4.844,2
geometry,4.845,1
geometry,4.846,5
geometry,4.847,1
geometry,4.848,1
geometry,4.849,2
geometry,4.85,1
geometry,4.851,1
geometry,4.853,1
geometry,4.854,3
geometry,4.855,2
geometry,4.856,2
geometry,4.857,2
geometry,4.858,1
geometry,4.859,4
geometry,4.86,2
geometry,4.862,1
geometry,4.863,3
geometry,4.864,4
geometry,4.866,2
geometry,4.867,4
geometry,4.868,2
geometry,4.869,1
geometry,4.87,4
geometry,4.871,3
geometry,4.872,3
geometry,4.873,2
geometry,4.874,3
geometry,4.875,3
geometry,4.876,2
geometry,4.877,6
geometry,4.878,1
geometry,4.879,2
geometry,4.88,2
geometry,4.881,8
geometry,4.882,2
geometry,4.883,6
geometry,4.884,1
geometry,4.885,2
geometry,4.886,1
geometry,4.887,3
geometry,4.888,4
geometry,4.889,3
geometry,4.89,3
geometry,4.891,1
geometry,4.892,5
geometry,4.894,3
geometry,4.895,5
geometry,4.896,4
geometry,4.897,2
geometry,4.898,4
geometry,4.899,1
geometry,4.9,2
geometry,4.901,1
geometry,4.902,1
geometry,4.903,1
geometry,4.904,4
geometry,4.905,3
geometry,4.906,4
geometry,4.907,5
geometry,4.908,6
geometry,4.91,1
geometry,4.912,2
geometry,4.913,3
geometry,4.914,1
geometry,4.915,5
geometry,4.916,1
geometry,4.917,1
geometry,4.918,2
geometry,4.919,2
geometry,4.92,2
geometry,4.921,2
geometry,4.922,2
geometry,4.924,7
geometry,4.925,2
geometry,4.926,4
geometry,4.927,2
geometry,4.928,5
geometry,4.93,3
geometry,4.931,1
geometry,4.932,4
geometry,4.933,3
geometry,4.934,1
geometry,4.935,5
geometry,4.936,2
geometry,4.937,2
geometry,4.938,5
geometry,4.939,1
geometry,4.94,3
geometry,4.941,2
geometry,4.942,2
geometry,4.943,2
geometry,4.944,3
geometry,4.945,2
geometry,4.947,3
geometry,4.948,2
geometry,4.949,1
geometry,4.95,1
geometry,4.951,2
geometry,4.952,1
geometry,4.953,4
geometry,4.954,2
geometry,4.955,4
geometry,4.956,3
geometry,4.957,1
geometry,4.958,6
geometry,4.959,1
geometry,4.96,1
geometry,4.961,1
geometry,4.962,2
geometry,4.963,3
geometry,4.964,2
geometry,4.965,2
geometry,4.966,3
geometry,4.968,1
geometry,4.969,3
geometry,4.97,4
geometry,4.971,1
geometry,4.972,6
geometry,4.973,5
geometry,4.974,3
geometry,4.975,1
geometry,4.976,1
geometry,4.977,4
geometry,4.979,1
geometry,4.98,4
geometry,4.981,3
geometry,4.982,2
geometry,4.983,1
geometry,4.984,3
geometry,4.985,2
geometry,4.986,3
geometry,4.988,2
geometry,4.989,3
geometry,4.99,1
geometry,4.991,1
geometry,4.992,1
geometry,4.993,3
geometry,4.994,3
geometry,4.997,4
geometry,4.998,1
geometry,4.999,2
geometry,5.001,1
geometry,5.002,3
geometry,5.003,1
geometry,5.004,3
geometry,5.005,1
geometry,5.006,4
geometry,5.007,3
geometry,5.008,3
geometry,5.009,3
geometry,5.01,5
geometry,5.011,2
geometry,5.014,5
geometry,5.015,4
geometry,5.016,4
geometry,5.017,2
geometry,5.018,2
geometry,5.019,1
geometry,5.02,1
geometry,5.021,3
geometry,5.022,4
geometry,5.023,1
geometry,5.024,2
geometry,5.026,2
geometry,5.027,1
geometry,5.028,1
geometry,5.029,1
geometry,5.03,1
geometry,5.031,3
geometry,5.032,5
geometry,5.033,3
geometry,5.034,3
geometry,5.035,2
geometry,5.036,1
geometry,5.037,2
geometry,5.038,5
geometry,5.039,4
geometry,5.04,6
geometry,5.041,5
geometry,5.042,5
geometry,5.043,2
geometry,5.044,2
geometry,5.045,3
geometry,5.046,2
geometry,5.047,1
geometry,5.048,1
geometry,5.05,2
geometry,5.051,5
geometry,5.053,3
geometry,5.054,4
geometry,5.055,1
geometry,5.056,2
geometry,5.058,2
geometry,5.059,1
geometry,5.06,1
geometry,5.061,1
geometry,5.062,2
geometry,5.063,4
geometry,5.064,4
geometry,5.065,3
geometry,5.066,4
geometry,5.067,2
geometry,5.068,3
geometry,5.069,5
geometry,5.07,2
geometry,5.072,6
geometry,5.073,3
geometry,5.074,4
geometry,5.075,2
geometry,5.076,2
geometry,5.077,5
geometry,5.078,4
geometry,5.079,2
geometry,5.08,2
geometry,5.081,2
geometry,5.082,4
geometry,5.083,1
geometry,5.084,3
geometry,5.085,3
geometry,5.087,2
geometry,5.088,3
geometry,5.089,3
geometry,5.09,3
geometry,5.091,2
geometry,5.093,3
geometry,5.094,5
geometry,5.095,1
geometry,5.096,5
geometry,5.097,2
geometry,5.098,2
geometry,5.1,2
geometry,5.101,3
geometry,5.102,3
geometry,5.103,4
geometry,5.104,3
geometry,5.107,3
geometry,5.108,4
geometry,5.109,2
geometry,5.11,3
geometry,5.111,3
geometry,5.112,2
geometry,5.113,1
geometry,5.114,3
geometry,5.115,2
geometry,5.116,2
geometry,5.117,3
geometry,5.118,5
geometry,5.119,2
geometry,5.12,5
geometry,5.121,5
geometry,5.122,1
geometry,5.124,5
geometry,5.125,3
geometry,5.126,2
geometry,5.127,1
geometry,5.128,1
geometry,5.129,2
geometry,5.13,1
geometry,5.131,1
geometry,5.132,2
geometry,5.133,2
geometry,5.134,1
geometry,5.135,1
geometry,5.136,1
geometry,5.137,5
geometry,5.138,3
geometry,5.139,4
geometry,5.14,3
geometry,5.141,2
geometry,5.142,1
geometry,5.143,3
geometry,5.144,2
geometry,5.145,1
geometry,5.146,1
geometry,5.147,6
geometry,5.148,1
geometry,5.149,4
geometry,5.152,1
geometry,5.153,2
geometry,5.156,2
geometry,5.157,1
geometry,5.158,1
geometry,5.159,2
geometry,5.16,1
geometry,5.161,3
geometry,5.162,1
geometry,5.163,1
geometry,5.164,4
geometry,5.165,3
geometry,5.166,1
geometry,5.167,6
geometry,5.169,3
geometry,5.17,3
geometry,5.171,3
geometry,5.172,5
geometry,5.173,1
geometry,5.174,1
geometry,5.175,2
geometry,5.176,1
geometry,5.177,2
geometry,5.178,1
geometry,5.179,3
geometry,5.18,2
geometry,5.181,2
geometry,5.182,1
geometry,5.183,3
geometry,5.184,2
geometry,5.185,2
geometry,5.186,4
geometry,5.187,4
geometry,5.188,3
geometry,5.189,3
geometry,5.19,8
geometry,5.191,1
geometry,5.192,1
geometry,5.193,1
geometry,5.194,1
geometry,5.195,4
geometry,5.196,1
geometry,5.197,3
geometry,5.198,2
geometry,5.199,7
geometry,5.2,3
geometry,5.201,5
geometry,5.202,2
geometry,5.203,3
geometry,5.205,1
geometry,5.206,2
geometry,5.207,2
geometry,5.208,3
geometry,5.209,3
geometry,5.21,3
geometry,5.211,3
geometry,5.212,1
geometry,5.213,2
geometry,5.215,2
geometry,5.216,3
geometry,5.217,1
geometry,5.218,4
geometry,5.219,1
geometry,5.22,2
geometry,5.221,2
geometry,5.222,2
geometry,5.223,2
geometry,5.224,1
geometry,5.225,3
geometry,5.226,2
geometry,5.227,2
geometry,5.228,5
geometry,5.229,2
geometry,5.231,1
geometry,5.232,4
geometry,5.233,4
geometry,5.234,3
geometry,5.235,1
geometry,5.236,1
geometry,5.237,3
geometry,5.238,3
geometry,5.239,3
geometry,5.24,2
geometry,5.242,5
geometry,5.244,1
geometry,5.245,3
geometry,5.246,2
geometry,5.247,2
geometry,5.248,1
geometry,5.249,1
geometry,5.25,3
geometry,5.251,3
geometry,5.252,2
geometry,5.254,1
geometry,5.255,3
geometry,5.256,1
geometry,5.257,2
geometry,5.258,1
geometry,5.26,1
geometry,5.261,3
geometry,5.262,3
geometry,5.263,2
geometry,5.264,1
geometry,5.265,1
geometry,5.266,2
geometry,5.267,1
geometry,5.268,3
geometry,5.269,1
geometry,5.27,1
geometry,5.271,3
geometry,5.272,1
geometry,5.273,2
geometry,5.274,5
geometry,5.275,2
geometry,5.276,4
geometry,5.278,1
geometry,5.279,3
geometry,5.28,1
geometry,5.281,3
geometry,5.283,4
geometry,5.284,2
geometry,5.285,4
geometry,5.286,1
geometry,5.287,2
geometry,5.288,2
geometry,5.289,1
geometry,5.29,2
geometry,5.291,3
geometry,5.292,1
geometry,5.293,4
geometry,5.296,1
geometry,5.297,1
geometry,5.298,1
geometry,5.299,2
geometry,5.3,4
geometry,5.301,1
geometry,5.302,4
geometry,5.303,3
geometry,5.304,1
geometry,5.305,1
geometry,5.306,4
geometry,5.307,4
geometry,5.308,2
geometry,5.309,5
geometry,5.31,1
geometry,5.311,2
geometry,5.312,4
geometry,5.313,1
geometry,5.314,1
geometry,5.315,1
geometry,5.317,4
geometry,5.318,3
geometry,5.319,2
geometry,5.32,3
geometry,5.321,1
geometry,5.322,2
geometry,5.323,1
geometry,5.324,1
geometry,5.325,4
geometry,5.326,4
geometry,5.327,3
geometry,5.328,2
geometry,5.329,2
geometry,5.33,3
geometry,5.331,4
geometry,5.332,1
geometry,5.333,1
geometry,5.334,2
geometry,5.335,4
geometry,5.336,2
geometry,5.337,1
geometry,5.339,4
geometry,5.341,1
geometry,5.342,3
geometry,5.343,1
geometry,5.344,2
geometry,5.345,1
geometry,5.346,1
geometry,5.347,2
geometry,5.348,3
geometry,5.349,1
geometry,5.35,5
geometry,5.351,5
geometry,5.352,2
geometry,5.354,1
geometry,5.355,1
geometry,5.356,2
geometry,5.357,1
