component,value,count
geometry,1.091,80
geometry,1.092,82
geometry,1.093,65
geometry,1.094,60
geometry,1.095,65
geometry,1.096,73
geometry,1.097,85
geometry,1.098,72
geometry,1.099,60
geometry,1.1,80
geometry,1.101,55
geometry,1.102,60
geometry,1.103,55
geometry,1.104,67
geometry,1.105,74
geometry,1.106,72
geometry,1.107,65
geometry,1.108,73
geometry,1.109,81
geometry,1.11,77
geometry,1.111,89
geometry,1.112,68
geometry,1.113,63
geometry,1.114,67
geometry,1.115,59
geometry,1.116,72
geometry,1.117,85
geometry,1.118,69
geometry,1.119,61
geometry,1.12,64
geometry,1.121,70
geometry,1.122,61
geometry,1.123,58
geometry,1.124,73
geometry,1.125,86
geometry,1.126,68
geometry,1.127,81
geometry,1.128,59
geometry,1.129,65
geometry,1.13,54
geometry,1.131,71
geometry,1.132,64
geometry,1.133,59
geometry,1.134,52
geometry,1.135,72
geometry,1.136,63
geometry,1.137,68
geometry,1.138,63
geometry,1.139,67
geometry,1.14,62
geometry,1.141,52
geometry,1.142,70
geometry,1.143,72
geometry,1.144,64
geometry,1.145,74
geometry,1.146,62
geometry,1.147,65
geometry,1.148,64
geometry,1.149,72
geometry,1.15,58
geometry,1.151,78
geometry,1.152,49
geometry,1.153,75
geometry,1.154,66
geometry,1.155,60
geometry,1.156,59
geometry,1.157,64
geometry,1.158,65
geometry,1.159,56
geometry,1.16,61
geometry,1.161,67
geometry,1.162,72
geometry,1.163,62
geometry,1.164,66
geometry,1.165,74
geometry,1.166,78
geometry,1.167,62
geometry,1.168,66
geometry,1.169,72
geometry,1.17,74
geometry,1.171,78
geometry,1.172,59
geometry,1.173,63
geometry,1.174,63
geometry,1.175,85
geometry,1.176,66
geometry,1.177,68
geometry,1.178,66
geometry,1.179,52
geometry,1.18,66
geometry,1.181,50
geometry,1.182,60
geometry,1.183,66
geometry,1.184,69
geometry,1.185,64
geometry,1.186,58
geometry,1.187,64
geometry,1.188,58
geometry,1.189,56
geometry,1.19,61
geometry,1.191,57
geometry,1.192,70
geometry,1.193,62
geometry,1.194,60
geometry,1.195,57
geometry,1.196,61
geometry,1.197,61
geometry,1.198,51
geometry,1.199,49
geometry,1.2,62
geometry,1.201,49
geometry,1.202,50
geometry,1.203,52
geometry,1.204,64
geometry,1.205,59
geometry,1.206,63
geometry,1.207,72
geometry,1.208,60
geometry,1.209,54
geometry,1.21,56
geometry,1.211,54
geometry,1.212,57
geometry,1.213,56
geometry,1.214,74
geometry,1.215,72
geometry,1.216,60
geometry,1.217,73
geometry,1.218,69
geometry,1.219,61
geometry,1.22,52
geometry,1.221,63
geometry,1.222,52
geometry,1.223,70
geometry,1.224,71
geometry,1.225,49
geometry,1.226,52
geometry,1.227,71
geometry,1.228,72
geometry,1.229,58
geometry,1.23,48
geometry,1.231,53
geometry,1.232,66
geometry,1.233,60
geometry,1.234,63
geometry,1.235,56
geometry,1.236,68
geometry,1.237,64
geometry,1.238,54
geometry,1.239,55
geometry,1.24,79
geometry,1.241,57
geometry,1.242,53
geometry,1.243,51
geometry,1.244,70
geometry,1.245,59
geometry,1.246,60
geometry,1.247,62
geometry,1.248,60
geometry,1.249,65
geometry,1.25,54
geometry,1.251,51
geometry,1.252,54
geometry,1.253,59
geometry,1.254,62
geometry,1.255,61
geometry,1.256,60
geometry,1.257,56
geometry,1.258,59
geometry,1.259,58
geometry,1.26,57
geometry,1.261,64
geometry,1.262,52
geometry,1.263,50
geometry,1.264,63
geometry,1.265,56
geometry,1.266,43
geometry,1.267,71
geometry,1.268,56
geometry,1.269,76
geometry,1.27,67
geometry,1.271,56
geometry,1.272,56
geometry,1.273,53
geometry,1.274,59
geometry,1.275,60
geometry,1.276,50
geometry,1.277,70
geometry,1.278,69
geometry,1.279,50
geometry,1.28,63
geometry,1.281,57
geometry,1.282,51
geometry,1.283,62
geometry,1.284,55
geometry,1.285,53
geometry,1.286,53
geometry,1.287,58
geometry,1.288,47
geometry,1.289,50
geometry,1.29,60
geometry,1.291,55
geometry,1.292,58
geometry,1.293,54
geometry,1.294,54
geometry,1.295,48
geometry,1.296,64
geometry,1.297,49
geometry,1.298,55
geometry,1.299,55
geometry,1.3,43
geometry,1.301,57
geometry,1.302,51
geometry,1.303,52
geometry,1.304,68
geometry,1.305,46
geometry,1.306,47
geometry,1.307,51
geometry,1.308,46
geometry,1.309,60
geometry,1.31,55
geometry,1.311,55
geometry,1.312,48
geometry,1.313,52
geometry,1.314,62
geometry,1.315,45
geometry,1.316,49
geometry,1.317,47
geometry,1.318,62
geometry,1.319,45
geometry,1.32,45
geometry,1.321,52
geometry,1.322,44
geometry,1.323,64
geometry,1.324,39
geometry,1.325,50
geometry,1.326,54
geometry,1.327,50
geometry,1.328,56
geometry,1.329,63
geometry,1.33,49
geometry,1.331,48
geometry,1.332,49
geometry,1.333,44
geometry,1.334,48
geometry,1.335,61
geometry,1.336,58
geometry,1.337,53
geometry,1.338,52
geometry,1.339,52
geometry,1.34,52
geometry,1.341,58
geometry,1.342,40
geometry,1.343,51
geometry,1.344,53
geometry,1.345,55
geometry,1.346,42
geometry,1.347,51
geometry,1.348,40
geometry,1.349,51
geometry,1.35,59
geometry,1.351,46
geometry,1.352,51
geometry,1.353,47
geometry,1.354,47
geometry,1.355,51
geometry,1.356,60
geometry,1.357,43
geometry,1.358,55
geometry,1.359,52
geometry,1.36,41
geometry,1.361,46
geometry,1.362,47
geometry,1.363,47
geometry,1.364,38
geometry,1.365,54
geometry,1.366,51
geometry,1.367,59
geometry,1.368,49
geometry,1.369,45
geometry,1.37,47
geometry,1.371,53
geometry,1.372,55
geometry,1.373,48
geometry,1.374,64
geometry,1.375,54
geometry,1.376,45
geometry,1.377,59
geometry,1.378,40
geometry,1.379,58
geometry,1.38,58
geometry,1.381,48
geometry,1.382,50
geometry,1.383,42
geometry,1.384,51
geometry,1.385,40
geometry,1.386,49
geometry,1.387,49
geometry,1.388,75
geometry,1.389,62
geometry,1.39,43
geometry,1.391,60
geometry,1.392,49
geometry,1.393,47
geometry,1.394,42
geometry,1.395,47
geometry,1.396,48
geometry,1.397,67
geometry,1.398,57
geometry,1.399,40
geometry,1.4,46
geometry,1.401,62
geometry,1.402,62
geometry,1.403,42
geometry,1.404,48
geometry,1.405,43
geometry,1.406,43
geometry,1.407,63
geometry,1.408,48
geometry,1.409,45
geometry,1.41,50
geometry,1.411,41
geometry,1.412,53
geometry,1.413,53
geometry,1.414,53
geometry,1.415,40
geometry,1.416,54
geometry,1.417,50
geometry,1.418,45
geometry,1.419,42
geometry,1.42,42
geometry,1.421,38
geometry,1.422,36
geometry,1.423,55
geometry,1.424,49
geometry,1.425,48
geometry,1.426,58
geometry,1.427,55
geometry,1.428,45
geometry,1.429,30
geometry,1.43,55
geometry,1.431,52
geometry,1.432,40
geometry,1.433,44
geometry,1.434,40
geometry,1.435,32
geometry,1.436,49
geometry,1.437,48
geometry,1.438,46
geometry,1.439,47
geometry,1.44,54
geometry,1.441,49
geometry,1.442,53
geometry,1.443,54
geometry,1.444,48
geometry,1.445,44
geometry,1.446,52
geometry,1.447,47
geometry,1.448,39
geometry,1.449,47
geometry,1.45,51
geometry,1.451,47
geometry,1.452,52
geometry,1.453,40
geometry,1.454,44
geometry,1.455,45
geometry,1.456,46
geometry,1.457,40
geometry,1.458,48
geometry,1.459,39
geometry,1.46,36
geometry,1.461,34
geometry,1.462,44
geometry,1.463,53
geometry,1.464,50
geometry,1.465,39
geometry,1.466,46
geometry,1.467,46
geometry,1.468,35
geometry,1.469,40
geometry,1.47,48
geometry,1.471,44
geometry,1.472,42
geometry,1.473,48
geometry,1.474,35
geometry,1.475,41
geometry,1.476,42
geometry,1.477,40
geometry,1.478,46
geometry,1.479,42
geometry,1.48,54
geometry,1.481,49
geometry,1.482,36
geometry,1.483,35
geometry,1.484,58
geometry,1.485,40
geometry,1.486,38
geometry,1.487,38
geometry,1.488,46
geometry,1.489,36
geometry,1.49,50
geometry,1.491,48
geometry,1.492,45
geometry,1.493,41
geometry,1.494,46
geometry,1.495,40
geometry,1.496,54
geometry,1.497,43
geometry,1.498,28
geometry,1.499,41
geometry,1.5,43
geometry,1.501,42
geometry,1.502,46
geometry,1.503,34
geometry,1.504,42
geometry,1.505,49
geometry,1.506,35
geometry,1.507,60
geometry,1.508,39
geometry,1.509,41
geometry,1.51,40
geometry,1.511,37
geometry,1.512,41
geometry,1.513,42
geometry,1.514,45
geometry,1.515,33
geometry,1.516,35
geometry,1.517,42
geometry,1.518,33
geometry,1.519,49
geometry,1.52,54
geometry,1.521,41
geometry,1.522,47
geometry,1.523,46
geometry,1.524,33
geometry,1.525,46
geometry,1.526,48
geometry,1.527,44
geometry,1.528,40
geometry,1.529,34
geometry,1.53,34
geometry,1.531,41
geometry,1.532,45
geometry,1.533,39
geometry,1.534,38
geometry,1.535,45
geometry,1.536,43
geometry,1.537,32
geometry,1.538,44
geometry,1.539,42
geometry,1.54,39
geometry,1.541,40
geometry,1.542,44
geometry,1.543,48
geometry,1.544,39
geometry,1.545,41
geometry,1.546,36
geometry,1.547,35
geometry,1.548,41
geometry,1.549,47
geometry,1.55,31
geometry,1.551,49
geometry,1.552,37
geometry,1.553,39
geometry,1.554,42
geometry,1.555,38
geometry,1.556,41
geometry,1.557,46
geometry,1.558,44
geometry,1.559,37
geometry,1.56,43
geometry,1.561,38
geometry,1.562,40
geometry,1.563,41
geometry,1.564,31
geometry,1.565,25
geometry,1.566,34
geometry,1.567,37
geometry,1.568,39
geometry,1.569,48
geometry,1.57,37
geometry,1.571,37
geometry,1.572,40
geometry,1.573,38
geometry,1.574,39
geometry,1.575,47
geometry,1.576,40
geometry,1.577,46
geometry,1.578,48
geometry,1.579,41
geometry,1.58,46
geometry,1.581,42
geometry,1.582,44
geometry,1.583,50
geometry,1.584,28
geometry,1.585,30
geometry,1.586,33
geometry,1.587,31
geometry,1.588,36
geometry,1.589,39
geometry,1.59,37
geometry,1.591,25
geometry,1.592,31
geometry,1.593,43
geometry,1.594,40
geometry,1.595,31
geometry,1.596,35
geometry,1.597,42
geometry,1.598,36
geometry,1.599,38
geometry,1.6,36
geometry,1.601,42
geometry,1.602,22
geometry,1.603,41
geometry,1.604,40
geometry,1.605,32
geometry,1.606,40
geometry,1.607,36
geometry,1.608,36
geometry,1.609,42
geometry,1.61,33
geometry,1.611,41
geometry,1.612,24
geometry,1.613,39
geometry,1.614,36
geometry,1.615,41
geometry,1.616,49
geometry,1.617,35
geometry,1.618,42
geometry,1.619,36
geometry,1.62,41
geometry,1.621,36
geometry,1.622,39
geometry,1.623,34
geometry,1.624,36
geometry,1.625,47
geometry,1.626,45
geometry,1.627,46
geometry,1.628,38
geometry,1.629,57
geometry,1.63,47
geometry,1.631,33
geometry,1.632,39
geometry,1.633,36
geometry,1.634,49
geometry,1.635,36
geometry,1.636,40
geometry,1.637,52
geometry,1.638,40
geometry,1.639,28
geometry,1.64,28
geometry,1.641,35
geometry,1.642,34
geometry,1.643,40
geometry,1.644,43
geometry,1.645,30
geometry,1.646,37
geometry,1.647,35
geometry,1.648,24
geometry,1.649,35
geometry,1.65,38
geometry,1.651,33
geometry,1.652,30
geometry,1.653,43
geometry,1.654,25
geometry,1.655,30
geometry,1.656,31
geometry,1.657,29
geometry,1.658,37
geometry,1.659,36
geometry,1.66,29
geometry,1.661,42
geometry,1.662,31
geometry,1.663,31
geometry,1.664,47
geometry,1.665,37
geometry,1.666,43
geometry,1.667,34
geometry,1.668,40
geometry,1.669,46
geometry,1.67,32
geometry,1.671,36
geometry,1.672,28
geometry,1.673,33
geometry,1.674,28
geometry,1.675,45
geometry,1.676,37
geometry,1.677,53
geometry,1.678,37
geometry,1.679,34
geometry,1.68,34
geometry,1.681,33
geometry,1.682,34
geometry,1.683,35
geometry,1.684,38
geometry,1.685,26
geometry,1.686,36
geometry,1.687,38
geometry,1.688,30
geometry,1.689,41
geometry,1.69,33
geometry,1.691,36
geometry,1.692,32
geometry,1.693,27
geometry,1.694,31
geometry,1.695,31
geometry,1.696,38
geometry,1.697,43
geometry,1.698,41
geometry,1.699,42
geometry,1.7,35
geometry,1.701,39
geometry,1.702,32
geometry,1.703,35
geometry,1.704,25
geometry,1.705,34
geometry,1.706,35
geometry,1.707,44
geometry,1.708,42
geometry,1.709,27
geometry,1.71,31
geometry,1.711,30
geometry,1.712,38
geometry,1.713,38
geometry,1.714,37
geometry,1.715,31
geometry,1.716,36
geometry,1.717,37
geometry,1.718,35
geometry,1.719,30
geometry,1.72,31
geometry,1.721,35
geometry,1.722,29
geometry,1.723,34
geometry,1.724,33
geometry,1.725,34
geometry,1.726,32
geometry,1.727,28
geometry,1.728,36
geometry,1.729,29
geometry,1.73,35
geometry,1.731,36
geometry,1.732,41
geometry,1.733,29
geometry,1.734,31
geometry,1.735,46
geometry,1.736,30
geometry,1.737,36
geometry,1.738,36
geometry,1.739,32
geometry,1.74,37
geometry,1.741,27
geometry,1.742,33
geometry,1.743,26
geometry,1.744,30
geometry,1.745,30
geometry,1.746,45
geometry,1.747,26
geometry,1.748,38
geometry,1.749,26
geometry,1.75,38
geometry,1.751,31
geometry,1.752,36
geometry,1.753,40
geometry,1.754,25
geometry,1.755,35
geometry,1.756,26
geometry,1.757,37
geometry,1.758,28
geometry,1.759,28
geometry,1.76,29
geometry,1.761,31
geometry,1.762,33
geometry,1.763,25
geometry,1.764,33
geometry,1.765,36
geometry,1.766,34
geometry,1.767,34
geometry,1.768,40
geometry,1.769,32
geometry,1.77,29
geometry,1.771,27
geometry,1.772,41
geometry,1.773,27
geometry,1.774,33
geometry,1.775,20
geometry,1.776,35
geometry,1.777,29
geometry,1.778,34
geometry,1.779,22
geometry,1.78,41
geometry,1.781,37
geometry,1.782,34
geometry,1.783,32
geometry,1.784,29
geometry,1.785,37
geometry,1.786,40
geometry,1.787,31
geometry,1.788,31
geometry,1.789,25
geometry,1.79,28
geometry,1.791,26
geometry,1.792,33
geometry,1.793,28
geometry,1.794,30
geometry,1.795,35
geometry,1.796,18
geometry,1.797,46
geometry,1.798,41
geometry,1.799,38
geometry,1.8,32
geometry,1.801,36
geometry,1.802,29
geometry,1.803,31
geometry,1.804,33
geometry,1.805,29
geometry,1.806,29
geometry,1.807,32
geometry,1.808,20
geometry,1.809,43
geometry,1.81,25
geometry,1.811,40
geometry,1.812,32
geometry,1.813,33
geometry,1.814,31
geometry,1.815,26
geometry,1.816,29
geometry,1.817,34
geometry,1.818,28
geometry,1.819,31
geometry,1.82,33
geometry,1.821,24
geometry,1.822,28
geometry,1.823,32
geometry,1.824,20
geometry,1.825,35
geometry,1.826,29
geometry,1.827,30
geometry,1.828,27
geometry,1.829,27
geometry,1.83,32
geometry,1.831,25
geometry,1.832,30
geometry,1.833,31
geometry,1.834,33
geometry,1.835,31
geometry,1.836,36
geometry,1.837,23
geometry,1.838,29
geometry,1.839,28
geometry,1.84,24
geometry,1.841,34
geometry,1.842,26
geometry,1.843,28
geometry,1.844,30
geometry,1.845,41
geometry,1.846,23
geometry,1.847,35
geometry,1.848,27
geometry,1.849,21
geometry,1.85,31
geometry,1.851,30
geometry,1.852,23
geometry,1.853,25
geometry,1.854,36
geometry,1.855,28
geometry,1.856,23
geometry,1.857,29
geometry,1.858,33
geometry,1.859,31
geometry,1.86,29
geometry,1.861,31
geometry,1.862,27
geometry,1.863,31
geometry,1.864,28
geometry,1.865,39
geometry,1.866,32
geometry,1.867,33
geometry,1.868,31
geometry,1.869,25
geometry,1.87,32
geometry,1.871,37
geometry,1.872,23
geometry,1.873,25
geometry,1.874,27
geometry,1.875,31
geometry,1.876,35
geometry,1.877,30
geometry,1.878,34
geometry,1.879,25
geometry,1.88,25
geometry,1.881,35
geometry,1.882,23
geometry,1.883,35
geometry,1.884,38
geometry,1.885,30
geometry,1.886,27
geometry,1.887,24
geometry,1.888,22
geometry,1.889,26
geometry,1.89,30
geometry,1.891,20
geometry,1.892,27
geometry,1.893,36
geometry,1.894,38
geometry,1.895,31
geometry,1.896,23
geometry,1.897,26
geometry,1.898,26
geometry,1.899,26
geometry,1.9,21
geometry,1.901,28
geometry,1.902,20
geometry,1.903,30
geometry,1.904,23
geometry,1.905,16
geometry,1.906,26
geometry,1.907,29
geometry,1.908,18
geometry,1.909,27
geometry,1.91,33
geometry,1.911,26
geometry,1.912,33
geometry,1.913,29
geometry,1.914,25
geometry,1.915,24
geometry,1.916,27
geometry,1.917,34
geometry,1.918,35
geometry,1.919,24
geometry,1.92,40
geometry,1.921,31
geometry,1.922,24
geometry,1.923,30
geometry,1.924,20
geometry,1.925,23
geometry,1.926,30
geometry,1.927,29
geometry,1.928,25
geometry,1.929,32
geometry,1.93,25
geometry,1.931,31
geometry,1.932,28
geometry,1.933,36
geometry,1.934,41
geometry,1.935,26
geometry,1.936,25
geometry,1.937,26
geometry,1.938,35
geometry,1.939,22
geometry,1.94,23
geometry,1.941,28
geometry,1.942,21
geometry,1.943,23
geometry,1.944,30
geometry,1.945,35
geometry,1.946,31
geometry,1.947,23
geometry,1.948,28
geometry,1.949,29
geometry,1.95,27
geometry,1.951,30
geometry,1.952,27
geometry,1.953,27
geometry,1.954,34
geometry,1.955,38
geometry,1.956,28
geometry,1.957,31
geometry,1.958,32
geometry,1.959,34
geometry,1.96,27
geometry,1.961,34
geometry,1.962,29
geometry,1.963,20
geometry,1.964,23
geometry,1.965,32
geometry,1.966,22
geometry,1.967,31
geometry,1.968,23
geometry,1.969,23
geometry,1.97,30
geometry,1.971,26
geometry,1.972,24
geometry,1.973,28
geometry,1.974,35
geometry,1.975,32
geometry,1.976,17
geometry,1.977,26
geometry,1.978,19
geometry,1.979,24
geometry,1.98,30
geometry,1.981,25
geometry,1.982,41
geometry,1.983,18
geometry,1.984,27
geometry,1.985,35
geometry,1.986,23
geometry,1.987,24
geometry,1.988,28
geometry,1.989,38
geometry,1.99,21
geometry,1.991,23
geometry,1.992,31
geometry,1.993,22
geometry,1.994,29
geometry,1.995,20
geometry,1.996,31
geometry,1.997,18
geometry,1.998,34
geometry,1.999,34
geometry,2,31
geometry,2.001,22
geometry,2.002,25
geometry,2.003,26
geometry,2.004,30
geometry,2.005,35
geometry,2.006,28
geometry,2.007,26
geometry,2.008,23
geometry,2.009,24
geometry,2.01,30
geometry,2.011,39
geometry,2.012,24
geometry,2.013,27
geometry,2.014,26
geometry,2.015,28
geometry,2.016,29
geometry,2.017,32
geometry,2.018,16
geometry,2.019,22
geometry,2.02,21
geometry,2.021,26
geometry,2.022,31
geometry,2.023,19
geometry,2.024,16
geometry,2.025,22
geometry,2.026,20
geometry,2.027,23
geometry,2.028,19
geometry,2.029,29
geometry,2.03,22
geometry,2.031,22
geometry,2.032,30
geometry,2.033,24
geometry,2.034,20
geometry,2.035,31
geometry,2.036,24
geometry,2.037,22
geometry,2.038,36
geometry,2.039,23
geometry,2.04,19
geometry,2.041,24
geometry,2.042,23
geometry,2.043,18
geometry,2.044,28
geometry,2.045,23
geometry,2.046,25
geometry,2.047,25
geometry,2.048,14
geometry,2.049,24
geometry,2.05,22
geometry,2.051,24
geometry,2.052,23
geometry,2.053,31
geometry,2.054,30
geometry,2.055,30
geometry,2.056,25
geometry,2.057,18
geometry,2.058,31
geometry,2.059,23
geometry,2.06,21
geometry,2.061,22
geometry,2.062,27
geometry,2.063,23
geometry,2.064,26
geometry,2.065,33
geometry,2.066,21
geometry,2.067,17
geometry,2.068,18
geometry,2.069,27
geometry,2.07,27
geometry,2.071,24
geometry,2.072,37
geometry,2.073,25
geometry,2.074,19
geometry,2.075,21
geometry,2.076,30
geometry,2.077,21
geometry,2.078,19
geometry,2.079,16
geometry,2.08,29
geometry,2.081,23
geometry,2.082,24
geometry,2.083,24
geometry,2.084,26
geometry,2.085,29
geometry,2.086,26
geometry,2.087,21
geometry,2.088,16
geometry,2.089,26
geometry,2.09,24
geometry,2.091,30
geometry,2.092,17
geometry,2.093,32
geometry,2.094,25
geometry,2.095,23
geometry,2.096,21
geometry,2.097,22
geometry,2.098,18
geometry,2.099,29
geometry,2.1,24
geometry,2.101,16
geometry,2.102,18
geometry,2.103,21
geometry,2.104,32
geometry,2.105,12
geometry,2.106,18
geometry,2.107,15
geometry,2.108,21
geometry,2.109,22
geometry,2.11,18
geometry,2.111,18
geometry,2.112,27
geometry,2.113,25
geometry,2.114,20
geometry,2.115,26
geometry,2.116,30
geometry,2.117,18
geometry,2.118,25
geometry,2.119,23
geometry,2.12,21
geometry,2.121,33
geometry,2.122,20
geometry,2.123,24
geometry,2.124,18
geometry,2.125,19
geometry,2.126,16
geometry,2.127,27
geometry,2.128,32
geometry,2.129,28
geometry,2.13,21
geometry,2.131,24
geometry,2.132,20
geometry,2.133,22
geometry,2.134,28
geometry,2.135,34
geometry,2.136,23
geometry,2.137,21
geometry,2.138,25
geometry,2.139,26
geometry,2.14,23
geometry,2.141,17
geometry,2.142,28
geometry,2.143,19
geometry,2.144,21
geometry,2.145,27
geometry,2.146,28
geometry,2.147,29
geometry,2.148,21
geometry,2.149,24
geometry,2.15,23
geometry,2.151,24
geometry,2.152,26
geometry,2.153,23
geometry,2.154,28
geometry,2.155,28
geometry,2.156,22
geometry,2.157,14
geometry,2.158,19
geometry,2.159,17
geometry,2.16,20
geometry,2.161,20
geometry,2.162,19
geometry,2.163,30
geometry,2.164,20
geometry,2.165,24
geometry,2.166,15
geometry,2.167,26
geometry,2.168,21
geometry,2.169,20
geometry,2.17,21
geometry,2.171,24
geometry,2.172,12
geometry,2.173,12
geometry,2.174,21
geometry,2.175,17
geometry,2.176,25
geometry,2.177,21
geometry,2.178,27
geometry,2.179,17
geometry,2.18,22
geometry,2.181,20
geometry,2.182,19
geometry,2.183,20
geometry,2.184,25
geometry,2.185,14
geometry,2.186,23
geometry,2.187,19
geometry,2.188,17
geometry,2.189,20
geometry,2.19,24
geometry,2.191,21
geometry,2.192,11
geometry,2.193,17
geometry,2.194,23
geometry,2.195,20
geometry,2.196,22
geometry,2.197,15
geometry,2.198,21
geometry,2.199,23
geometry,2.2,25
geometry,2.201,22
geometry,2.202,24
geometry,2.203,17
geometry,2.204,22
geometry,2.205,16
geometry,2.206,23
geometry,2.207,16
geometry,2.208,19
geometry,2.209,17
geometry,2.21,13
geometry,2.211,26
geometry,2.212,20
geometry,2.213,13
geometry,2.214,21
geometry,2.215,20
geometry,2.216,33
geometry,2.217,17
geometry,2.218,22
geometry,2.219,24
geometry,2.22,21
geometry,2.221,23
geometry,2.222,21
geometry,2.223,24
geometry,2.224,32
geometry,2.225,20
geometry,2.226,19
geometry,2.227,25
geometry,2.228,27
geometry,2.229,26
geometry,2.23,28
geometry,2.231,17
geometry,2.232,28
geometry,2.233,29
geometry,2.234,28
geometry,2.235,24
geometry,2.236,19
geometry,2.237,26
geometry,2.238,19
geometry,2.239,20
geometry,2.24,18
geometry,2.241,20
geometry,2.242,24
geometry,2.243,16
geometry,2.244,22
geometry,2.245,15
geometry,2.246,25
geometry,2.247,25
geometry,2.248,16
geometry,2.249,20
geometry,2.25,20
geometry,2.251,23
geometry,2.252,16
geometry,2.253,11
geometry,2.254,20
geometry,2.255,21
geometry,2.256,21
geometry,2.257,19
geometry,2.258,17
geometry,2.259,21
geometry,2.26,15
geometry,2.261,23
geometry,2.262,28
geometry,2.263,21
geometry,2.264,18
geometry,2.265,17
geometry,2.266,13
geometry,2.267,22
geometry,2.268,30
geometry,2.269,22
geometry,2.27,16
geometry,2.271,20
geometry,2.272,21
geometry,2.273,21
geometry,2.274,29
geometry,2.275,16
geometry,2.276,19
geometry,2.277,29
geometry,2.278,19
geometry,2.279,20
geometry,2.28,19
geometry,2.281,15
geometry,2.282,20
geometry,2.283,21
geometry,2.284,22
geometry,2.285,17
geometry,2.286,13
geometry,2.287,27
geometry,2.288,22
geometry,2.289,28
geometry,2.29,17
geometry,2.291,15
geometry,2.292,29
geometry,2.293,15
geometry,2.294,18
geometry,2.295,15
geometry,2.296,12
geometry,2.297,20
geometry,2.298,23
geometry,2.299,19
geometry,2.3,23
geometry,2.301,27
geometry,2.302,17
geometry,2.303,33
geometry,2.304,23
geometry,2.305,11
geometry,2.306,19
geometry,2.307,11
geometry,2.308,16
geometry,2.309,23
geometry,2.31,19
geometry,2.311,15
geometry,2.312,14
geometry,2.313,13
geometry,2.314,13
geometry,2.315,25
geometry,2.316,25
geometry,2.317,18
geometry,2.318,22
geometry,2.319,22
geometry,2.32,24
geometry,2.321,19
geometry,2.322,28
geometry,2.323,18
geometry,2.324,20
geometry,2.325,18
geometry,2.326,20
geometry,2.327,21
geometry,2.328,23
geometry,2.329,20
geometry,2.33,19
geometry,2.331,14
geometry,2.332,17
geometry,2.333,20
geometry,2.334,10
geometry,2.335,21
geometry,2.336,24
geometry,2.337,17
geometry,2.338,13
geometry,2.339,14
geometry,2.34,21
geometry,2.341,20
geometry,2.342,27
geometry,2.343,18
geometry,2.344,18
geometry,2.345,23
geometry,2.346,19
geometry,2.347,19
geometry,2.348,17
geometry,2.349,19
geometry,2.35,17
geometry,2.351,22
geometry,2.352,17
geometry,2.353,22
geometry,2.354,26
geometry,2.355,18
geometry,2.356,18
geometry,2.357,23
geometry,2.358,10
geometry,2.359,20
geometry,2.36,13
geometry,2.361,19
geometry,2.362,15
geometry,2.363,14
geometry,2.364,18
geometry,2.365,23
geometry,2.366,20
geometry,2.367,20
geometry,2.368,16
geometry,2.369,15
geometry,2.37,14
geometry,2.371,19
geometry,2.372,14
geometry,2.373,24
geometry,2.374,18
geometry,2.375,23
geometry,2.376,20
geometry,2.377,25
geometry,2.378,17
geometry,2.379,25
geometry,2.38,30
geometry,2.381,27
geometry,2.382,17
geometry,2.383,18
geometry,2.384,15
geometry,2.385,20
geometry,2.386,23
geometry,2.387,13
geometry,2.388,21
geometry,2.389,21
geometry,2.39,20
geometry,2.391,12
geometry,2.392,27
geometry,2.393,18
geometry,2.394,18
geometry,2.395,12
geometry,2.396,22
geometry,2.397,23
geometry,2.398,16
geometry,2.399,22
geometry,2.4,18
geometry,2.401,11
geometry,2.402,23
geometry,2.403,24
geometry,2.404,17
geometry,2.405,20
geometry,2.406,17
geometry,2.407,20
geometry,2.408,18
geometry,2.409,17
geometry,2.41,22
geometry,2.411,25
geometry,2.412,12
geometry,2.413,21
geometry,2.414,21
geometry,2.415,20
geometry,2.416,18
geometry,2.417,16
geometry,2.418,24
geometry,2.419,19
geometry,2.42,13
geometry,2.421,27
geometry,2.422,22
geometry,2.423,11
geometry,2.424,21
geometry,2.425,20
geometry,2.426,19
geometry,2.427,10
geometry,2.428,19
geometry,2.429,21
geometry,2.43,22
geometry,2.431,17
geometry,2.432,14
geometry,2.433,18
geometry,2.434,12
geometry,2.435,14
geometry,2.436,12
geometry,2.437,19
geometry,2.438,22
geometry,2.439,22
geometry,2.44,14
geometry,2.441,13
geometry,2.442,21
geometry,2.443,24
geometry,2.444,14
geometry,2.445,14
geometry,2.446,18
geometry,2.447,14
geometry,2.448,17
geometry,2.449,15
geometry,2.45,12
geometry,2.451,14
geometry,2.452,16
geometry,2.453,12
geometry,2.454,13
geometry,2.455,18
geometry,2.456,13
geometry,2.457,14
geometry,2.458,23
geometry,2.459,22
geometry,2.46,15
geometry,2.461,17
geometry,2.462,18
geometry,2.463,15
geometry,2.464,17
geometry,2.465,18
geometry,2.466,24
geometry,2.467,20
geometry,2.468,20
geometry,2.469,8
geometry,2.47,19
geometry,2.471,23
geometry,2.472,20
geometry,2.473,26
geometry,2.474,17
geometry,2.475,17
geometry,2.476,22
geometry,2.477,23
geometry,2.478,14
geometry,2.479,11
geometry,2.48,16
geometry,2.481,21
geometry,2.482,20
geometry,2.483,25
geometry,2.484,11
geometry,2.485,21
geometry,2.486,23
geometry,2.487,19
geometry,2.488,16
geometry,2.489,14
