component,value,count
geometry,0.167256589307,1
geometry,0.167263878348,1
geometry,0.167279302366,1
geometry,0.167285190618,1
geometry,0.167285763491,1
geometry,0.167288627826,1
geometry,0.167293043788,1
geometry,0.1673,10
geometry,0.167302488027,1
geometry,0.167302918883,1
geometry,0.167308656879,1
geometry,0.16731255183,1
geometry,0.167316048244,1
geometry,0.167316556264,1
geometry,0.167321486964,1
geometry,0.167322062203,1
geometry,0.167334530208,1
geometry,0.167343957166,1
geometry,0.167349642537,1
geometry,0.167351982361,1
geometry,0.167357514023,1
geometry,0.167367604392,1
geometry,0.167370911451,1
geometry,0.16737822439,1
geometry,0.167380629106,1
geometry,0.167382690264,1
geometry,0.16738507998,1
geometry,0.167385144701,1
geometry,0.167394511559,1
geometry,0.167396804032,1
geometry,0.167398255666,1
geometry,0.1674,4
geometry,0.167403046567,1
geometry,0.167406989101,1
geometry,0.167407802984,1
geometry,0.167409632339,1
geometry,0.167410349142,1
geometry,0.167411655807,1
geometry,0.167420264604,1
geometry,0.167426177762,1
geometry,0.167427805337,1
geometry,0.167429313443,1
geometry,0.167432486394,1
geometry,0.167434620076,1
geometry,0.167439374103,1
geometry,0.167445055665,1
geometry,0.1674457972,1
geometry,0.167447499235,1
geometry,0.167447917276,1
geometry,0.167453635374,1
geometry,0.167458987516,1
geometry,0.16746077899,1
geometry,0.167463646375,1
geometry,0.167463846845,1
geometry,0.167464553463,1
geometry,0.167468937418,1
geometry,0.167471870772,1
geometry,0.167478812093,1
geometry,0.167480357057,1
geometry,0.167481125802,1
geometry,0.167484068894,1
geometry,0.167490596751,1
geometry,0.167491447543,1
geometry,0.167496522352,1
geometry,0.1675,5
geometry,0.167506557086,1
geometry,0.167508432624,2
geometry,0.167510910092,1
geometry,0.16751387256,1
geometry,0.167521916477,1
geometry,0.167525236905,1
geometry,0.167538264286,1
geometry,0.167538413506,1
geometry,0.167553454157,1
geometry,0.167560436858,1
geometry,0.167566553942,1
geometry,0.167569269259,1
geometry,0.167570241988,1
geometry,0.167580383697,1
geometry,0.167584169897,1
geometry,0.167584322059,1
geometry,0.1676,6
geometry,0.167613222927,1
geometry,0.167613871741,1
geometry,0.167614219763,1
geometry,0.167614945634,1
geometry,0.167622865385,1
geometry,0.167628107727,1
geometry,0.167631724324,1
geometry,0.167637615111,1
geometry,0.167648538616,1
geometry,0.167650782879,1
geometry,0.167652885451,1
geometry,0.167659133363,1
geometry,0.167667692177,1
geometry,0.16766778164,1
geometry,0.16767117373,1
geometry,0.167674396773,1
geometry,0.167678993914,1
geometry,0.167679709566,1
geometry,0.167684092865,1
geometry,0.167691224179,1
geometry,0.16769551276,1
geometry,0.1677,11
geometry,0.167708520952,1
geometry,0.16770869089,1
geometry,0.16771353553,1
geometry,0.167732718931,1
geometry,0.167735277546,1
geometry,0.167736609004,1
geometry,0.167742674952,1
geometry,0.167755402298,1
geometry,0.167764234369,1
geometry,0.167768978062,1
geometry,0.16778159911,1
geometry,0.167782299424,1
geometry,0.16779277398,1
geometry,0.167792922974,1
geometry,0.167793407201,1
geometry,0.1678,6
geometry,0.167802935016,1
geometry,0.167802979711,1
geometry,0.167804260971,1
geometry,0.167812924115,1
geometry,0.167817236898,1
geometry,0.167823165862,1
geometry,0.167826547364,1
geometry,0.167835306178,1
geometry,0.167838069281,1
geometry,0.167842324817,1
geometry,0.167844124115,1
geometry,0.16784989574,1
geometry,0.167852003265,1
geometry,0.167861907531,1
geometry,0.167878058423,1
geometry,0.1679,19
geometry,0.167902598253,1
geometry,0.167911799764,1
geometry,0.167920864298,1
geometry,0.167923568923,1
geometry,0.16792511724,1
geometry,0.167950602857,1
geometry,0.167955023741,1
geometry,0.167955704194,1
geometry,0.167955760544,1
geometry,0.167958194203,1
geometry,0.167963046531,1
geometry,0.167978689125,1
geometry,0.167979691233,1
geometry,0.16798422545,1
geometry,0.167985902186,1
geometry,0.167991001743,1
geometry,0.168,6
geometry,0.168004781678,1
geometry,0.168007157586,1
geometry,0.168009932742,1
geometry,0.168021144503,1
geometry,0.168023034135,1
geometry,0.168023867352,1
geometry,0.168025057655,1
geometry,0.168051822364,1
geometry,0.168060108295,1
geometry,0.168061930549,1
geometry,0.168066430318,1
geometry,0.168067111595,1
geometry,0.16806744182,1
geometry,0.168084056353,1
geometry,0.168091031885,1
geometry,0.168097315565,1
geometry,0.1681,4
geometry,0.168102729008,1
geometry,0.168108357912,1
geometry,0.16810855124,1
geometry,0.168114321222,1
geometry,0.168115592674,1
geometry,0.168126440514,1
geometry,0.168128693268,1
geometry,0.168138216953,1
geometry,0.168139592304,1
geometry,0.168141269969,1
geometry,0.168142618036,1
geometry,0.168146848023,1
geometry,0.168147346099,1
geometry,0.16814901873,1
geometry,0.168154229801,1
geometry,0.168160570587,1
geometry,0.168161172689,1
geometry,0.168168925489,1
geometry,0.168169968583,1
geometry,0.168170166795,1
geometry,0.168177659039,1
geometry,0.168185165814,1
geometry,0.168187108107,1
geometry,0.168195503804,1
geometry,0.1682,6
geometry,0.168208561019,1
geometry,0.168212885951,1
geometry,0.168215092961,1
geometry,0.168218568139,1
geometry,0.168219930448,1
geometry,0.168220975704,1
geometry,0.168221238255,1
geometry,0.16822525078,1
geometry,0.168237867319,1
geometry,0.168271759366,1
geometry,0.168272955343,1
geometry,0.168276966635,1
geometry,0.168277412329,1
geometry,0.168287989768,1
geometry,0.168288556751,1
geometry,0.168292364652,1
geometry,0.168292596391,1
geometry,0.168296739422,1
geometry,0.1683,7
geometry,0.168300258891,1
geometry,0.16830961054,1
geometry,0.168313479852,1
geometry,0.168336825046,1
geometry,0.168339196268,1
geometry,0.16834260453,1
geometry,0.168350245025,1
geometry,0.168356021573,1
geometry,0.168358159885,1
geometry,0.168368561495,1
geometry,0.168372099827,1
geometry,0.168374768003,1
geometry,0.168377700424,1
geometry,0.168378123579,1
geometry,0.168389122768,1
geometry,0.168397882014,1
geometry,0.1684,13
geometry,0.168403347651,1
geometry,0.168406423076,1
geometry,0.168410480671,1
geometry,0.168416210621,1
geometry,0.168417012205,1
geometry,0.168420159126,1
geometry,0.168430923527,1
geometry,0.16843676113,1
geometry,0.168446133823,1
geometry,0.16845265408,1
geometry,0.168465308001,1
geometry,0.168469537306,1
geometry,0.168470027008,1
geometry,0.168470224867,1
geometry,0.168473158099,1
geometry,0.168482679624,1
geometry,0.168486802154,1
geometry,0.168488555497,1
geometry,0.168497143893,1
geometry,0.1685,3
geometry,0.168512422885,1
geometry,0.168512981696,1
geometry,0.168514168544,1
geometry,0.168522787777,1
geometry,0.16852577696,1
geometry,0.168527450781,1
geometry,0.168540422451,1
geometry,0.168546684927,1
geometry,0.168546862919,1
geometry,0.168547100242,1
geometry,0.168551125775,1
geometry,0.168555918021,1
geometry,0.168557149062,1
geometry,0.168561403253,1
geometry,0.168564690846,1
geometry,0.168565758682,1
geometry,0.168580218294,1
geometry,0.168584622668,1
geometry,0.168585626117,1
geometry,0.168589086242,1
geometry,0.168589286433,1
geometry,0.1686,5
geometry,0.168611913873,1
geometry,0.16862234925,1
geometry,0.168626930431,1
geometry,0.168628837984,1
geometry,0.168629490303,1
geometry,0.168642565801,1
geometry,0.168643252657,1
geometry,0.168644235004,1
geometry,0.168653268572,1
geometry,0.168661569422,1
geometry,0.16868053385,1
geometry,0.168685867814,1
geometry,0.16869010789,1
geometry,0.168691246562,1
geometry,0.168698043854,1
geometry,0.1687,12
geometry,0.168705201461,1
geometry,0.168728954243,1
geometry,0.168731510098,1
geometry,0.168740135514,1
geometry,0.168762384731,1
geometry,0.16876667325,1
geometry,0.168769354446,1
geometry,0.16879050625,1
geometry,0.168790787663,1
geometry,0.168799223932,1
geometry,0.1688,12
geometry,0.168801451416,1
geometry,0.168803287883,1
geometry,0.168804191299,1
geometry,0.168811625784,1
geometry,0.168820318682,1
geometry,0.168821251624,1
geometry,0.168822528118,1
geometry,0.168828329969,1
geometry,0.168835548686,1
geometry,0.168848600823,1
geometry,0.168851480598,1
geometry,0.168856255436,1
geometry,0.168862984399,1
geometry,0.168864155039,1
geometry,0.168866552342,1
geometry,0.168868400439,1
geometry,0.168870741989,1
geometry,0.168873576974,1
geometry,0.168875003084,1
geometry,0.168884235499,1
geometry,0.168885560366,1
geometry,0.168892338488,1
geometry,0.168895544642,1
geometry,0.168896965633,1
geometry,0.1689,8
geometry,0.168909490556,1
geometry,0.168909791013,1
geometry,0.16891206292,1
geometry,0.168913350568,1
geometry,0.168914524736,1
geometry,0.168914697407,1
geometry,0.168926574286,1
geometry,0.168934143973,1
geometry,0.168953682016,1
geometry,0.168965151733,1
geometry,0.168972320218,1
geometry,0.16897365919,1
geometry,0.168976526969,1
geometry,0.168976995476,1
geometry,0.168978548934,1
geometry,0.168978733869,1
geometry,0.168983653056,1
geometry,0.168986054651,1
geometry,0.169,11
geometry,0.169003210029,1
geometry,0.169012684435,1
geometry,0.169014200587,1
geometry,0.169016049534,1
geometry,0.169018808125,1
geometry,0.169020516506,1
geometry,0.169025974335,1
geometry,0.169032649706,1
geometry,0.169040010057,1
geometry,0.169048332058,1
geometry,0.1690550576,1
geometry,0.169059567904,1
geometry,0.169062089186,1
geometry,0.169068033643,1
geometry,0.169068881426,1
geometry,0.169070983613,1
geometry,0.169077950465,1
geometry,0.169083455725,1
geometry,0.169088660176,1
geometry,0.169096821378,1
geometry,0.1691,1
geometry,0.169112773024,1
geometry,0.169115374818,1
geometry,0.169116365264,1
geometry,0.169125623921,1
geometry,0.169129661798,1
geometry,0.169137311082,1
geometry,0.169140466772,1
geometry,0.169144058424,1
geometry,0.169144900899,1
geometry,0.169145440376,1
geometry,0.169151677497,1
geometry,0.169162924425,1
geometry,0.169170529348,1
geometry,0.169177170446,1
geometry,0.169178943725,1
geometry,0.169179542203,1
geometry,0.169181367177,1
geometry,0.169186361743,1
geometry,0.169195249638,1
geometry,0.1692,9
geometry,0.169200462962,1
geometry,0.169201447984,1
geometry,0.169204100128,1
geometry,0.169205282128,1
geometry,0.16920729151,1
geometry,0.169214824016,1
geometry,0.169215831115,1
geometry,0.169217803437,1
geometry,0.169219019814,1
geometry,0.169219049361,1
geometry,0.169220280502,1
geometry,0.169222848635,1
geometry,0.169223446957,1
geometry,0.169228622481,1
geometry,0.169234585709,1
geometry,0.169238358536,1
geometry,0.169247976354,1
geometry,0.169255679373,1
geometry,0.169264664554,1
geometry,0.169264694094,1
geometry,0.169272694195,1
geometry,0.169272708964,1
geometry,0.16927599505,1
geometry,0.1693,7
geometry,0.169305183028,1
geometry,0.169305852429,1
geometry,0.169307535765,1
geometry,0.169313013873,1
geometry,0.169314045489,1
geometry,0.169322274081,1
geometry,0.169327301402,1
geometry,0.169329589854,1
geometry,0.169331199134,1
geometry,0.169339850596,1
geometry,0.169345017642,1
geometry,0.169349269263,1
geometry,0.169352344733,1
geometry,0.169370091811,1
geometry,0.169373920661,1
geometry,0.169376287203,1
geometry,0.169378078078,1
geometry,0.169381263722,1
geometry,0.169397355351,1
geometry,0.16939842089,1
geometry,0.1694,8
geometry,0.169400728058,1
geometry,0.169420490201,1
geometry,0.169424012466,1
geometry,0.169439153287,1
geometry,0.16944427796,1
geometry,0.169446223033,1
geometry,0.169451243725,1
geometry,0.169458372469,1
geometry,0.169467010064,1
geometry,0.169470653802,1
geometry,0.169472224863,1
geometry,0.169476620807,1
geometry,0.169483900415,1
geometry,0.169495409967,1
geometry,0.169496209397,1
geometry,0.169496224147,1
geometry,0.169498092418,1
geometry,0.1695,7
geometry,0.169501135689,1
geometry,0.169515469163,1
geometry,0.169526922641,1
geometry,0.169534716209,1
geometry,0.169553423243,1
geometry,0.169554393927,1
geometry,0.169554858379,1
geometry,0.169562687523,1
geometry,0.16956583284,1
geometry,0.169567051634,1
geometry,0.169570722709,1
geometry,0.169578890196,1
geometry,0.169579258755,1
geometry,0.169579568345,1
geometry,0.169583887796,1
geometry,0.169587145739,1
geometry,0.169588295587,1
geometry,0.169590845861,1
geometry,0.169592560765,1
geometry,0.1696,12
geometry,0.169600663324,1
geometry,0.169604967498,1
geometry,0.169605825372,1
geometry,0.169606611015,1
geometry,0.169619404845,1
geometry,0.169623730651,1
geometry,0.169630959733,1
geometry,0.169635398232,1
geometry,0.169637702177,1
geometry,0.169640359781,1
geometry,0.169648681103,1
geometry,0.169648887412,1
geometry,0.169649521072,1
geometry,0.169649556439,1
geometry,0.16965081049,1
geometry,0.169655960697,1
geometry,0.169662709515,1
geometry,0.169665111322,1
geometry,0.169666030778,1
geometry,0.169668500318,1
geometry,0.1696703274,1
geometry,0.169676699933,1
geometry,0.169681304215,1
geometry,0.169684935984,1
geometry,0.169686681858,1
geometry,0.169690740761,1
geometry,0.169693090608,1
geometry,0.169699609605,1
geometry,0.1697,13
geometry,0.169708794704,1
geometry,0.169708809435,1
geometry,0.169714868726,1
geometry,0.169717235424,1
geometry,0.169728165017,1
geometry,0.16973002828,1
geometry,0.169730212396,1
geometry,0.169730379328,1
geometry,0.169737989266,1
geometry,0.169753753027,1
geometry,0.16975548592,1
geometry,0.169758615393,1
geometry,0.169776271899,1
geometry,0.169787941268,1
geometry,0.16979345541,1
geometry,0.1698,11
geometry,0.169800633097,1
geometry,0.169810696071,1
geometry,0.169812506901,1
geometry,0.169812521623,1
geometry,0.169819072839,1
geometry,0.169830025319,1
geometry,0.16983431632,1
geometry,0.169837697033,1
geometry,0.169838953129,1
geometry,0.16984386212,1
geometry,0.169856601285,1
geometry,0.169863467232,1
geometry,0.169871605926,1
geometry,0.169872091587,1
geometry,0.169875901764,1
geometry,0.169879447452,1
geometry,0.169891215194,1
geometry,0.169891759659,1
geometry,0.169898234246,1
geometry,0.1699,6
geometry,0.169902295452,1
geometry,0.16990637618,1
geometry,0.169914397565,1
geometry,0.169915787966,1
geometry,0.169918958624,1
geometry,0.16991981197,1
geometry,0.169941842993,1
geometry,0.16994191949,1
geometry,0.169948999703,1
geometry,0.169949034377,1
geometry,0.169953621125,1
geometry,0.169953626028,1
geometry,0.169963143063,1
geometry,0.169968908922,1
geometry,0.169969636994,1
geometry,0.169978528056,1
geometry,0.169994264609,1
geometry,0.17,13
geometry,0.170005169039,1
geometry,0.17000566167,1
geometry,0.170010190871,1
geometry,0.170011538824,1
geometry,0.170022130912,1
geometry,0.170026306788,1
geometry,0.170027130188,1
geometry,0.170027225761,1
geometry,0.170028428995,1
geometry,0.170029776804,1
geometry,0.170030695758,1
geometry,0.170032026395,1
geometry,0.170037040082,1
geometry,0.170037128298,1
geometry,0.170039460126,1
geometry,0.170067383704,1
geometry,0.170067707105,1
geometry,0.170071176276,1
geometry,0.170072940234,1
geometry,0.170077394147,1
geometry,0.170081882241,1
geometry,0.170089307424,1
geometry,0.170098963842,1
geometry,0.1701,5
geometry,0.170104761838,1
geometry,0.17010807594,1
geometry,0.170109259007,1
geometry,0.170109567632,1
geometry,0.170112154181,1
geometry,0.170112719983,1
geometry,0.170114686805,1
geometry,0.170116915679,1
geometry,0.170123954809,1
geometry,0.170125167156,1
geometry,0.170129401731,1
geometry,0.170147024658,1
geometry,0.170150844841,1
geometry,0.170152306772,1
geometry,0.170157319365,1
geometry,0.170170341129,1
geometry,0.170176129348,1
geometry,0.170189886597,1
geometry,0.170190158352,1
geometry,0.170190197524,1
geometry,0.170192890568,1
geometry,0.170198883663,1
geometry,0.1702,16
geometry,0.170204719872,1
geometry,0.170209356382,1
geometry,0.170217801654,1
geometry,0.170234174007,1
geometry,0.170249278021,1
geometry,0.170258630996,1
geometry,0.170259904264,1
geometry,0.17026212879,1
geometry,0.170262191928,1
geometry,0.170262287858,1
geometry,0.17026422848,1
geometry,0.170264815802,1
geometry,0.170269389498,1
geometry,0.17027650063,1
geometry,0.170276510418,1
geometry,0.170282427161,1
geometry,0.170285236197,1
geometry,0.170285737806,1
geometry,0.170288284976,1
geometry,0.170288842852,1
geometry,0.1703,8
geometry,0.170304058965,1
geometry,0.170306439495,1
geometry,0.170338126971,1
geometry,0.170338765406,1
geometry,0.170342786757,1
geometry,0.170345736665,1
geometry,0.170350953916,1
geometry,0.170358144801,1
geometry,0.170360162597,1
geometry,0.170360663635,1
geometry,0.170360999058,1
geometry,0.170361987153,1
geometry,0.170361996936,1
geometry,0.170366849279,1
geometry,0.170369187355,1
geometry,0.170371740614,1
geometry,0.170375629126,1
geometry,0.170376817672,1
geometry,0.170380155828,1
geometry,0.170384352274,1
geometry,0.170393786565,1
geometry,0.170394390557,1
geometry,0.170394454135,1
geometry,0.170395151046,1
geometry,0.1704,6
geometry,0.170400870499,1
geometry,0.170409125343,1
geometry,0.170414836991,1
geometry,0.170423428554,1
geometry,0.17042851874,1
geometry,0.17043267488,1
geometry,0.170436938485,1
geometry,0.170441793584,1
geometry,0.170443671047,1
geometry,0.17044746258,1
geometry,0.170452676717,1
geometry,0.170464057795,1
geometry,0.17047185496,1
geometry,0.170479104291,1
geometry,0.170493592255,1
geometry,0.170495762411,1
geometry,0.170495938368,1
geometry,0.1705,7
geometry,0.170504684686,1
geometry,0.170507045309,1
geometry,0.170513530255,1
geometry,0.170514002358,1
geometry,0.170529550225,1
geometry,0.170536550335,1
geometry,0.170540171221,1
geometry,0.170541392825,1
geometry,0.170542626636,1
geometry,0.170549868074,2
geometry,0.170550227206,1
geometry,0.170557746819,1
geometry,0.170566072242,1
geometry,0.17056882775,1
geometry,0.170573723064,1
geometry,0.170574331305,1
geometry,0.170582863539,1
geometry,0.17058503256,1
geometry,0.170587015919,1
geometry,0.170595017512,1
geometry,0.170597845825,1
geometry,0.1706,3
geometry,0.17060354627,1
geometry,0.170613114971,1
geometry,0.170613500834,1
geometry,0.170614082068,1
geometry,0.17062366483,1
geometry,0.170623855308,1
geometry,0.170626355916,1
geometry,0.170629913849,1
geometry,0.170632477858,1
geometry,0.170634536364,1
geometry,0.170635303108,1
geometry,0.170635898919,1
geometry,0.170654812414,1
geometry,0.170657507892,1
geometry,0.170660965074,1
geometry,0.170670596472,1
geometry,0.170674573385,1
geometry,0.170674675919,1
geometry,0.170680505624,1
geometry,0.170685522233,1
geometry,0.170694734834,1
geometry,0.17069950205,1
geometry,0.1707,3
geometry,0.170710056333,1
geometry,0.170716870871,1
geometry,0.170719316423,1
geometry,0.170719531898,1
geometry,0.170727199551,1
geometry,0.170727970761,1
geometry,0.17073856233,1
geometry,0.170743521107,1
geometry,0.170749026352,1
geometry,0.170749998536,1
geometry,0.170752589048,1
geometry,0.170753477271,1
geometry,0.170757906113,1
geometry,0.170758826029,1
geometry,0.170772031278,1
geometry,0.17078285921,1
geometry,0.170788348549,1
geometry,0.170789441516,1
geometry,0.170789534223,1
geometry,0.170796223612,1
geometry,0.170798348102,1
geometry,0.1708,9
geometry,0.170802261402,1
geometry,0.170802539501,1
geometry,0.170807479344,1
geometry,0.170808211161,1
geometry,0.170809952872,1
geometry,0.170818639205,1
geometry,0.170819246574,1
geometry,0.170822934643,1
geometry,0.170829417841,1
geometry,0.170837122722,1
geometry,0.17083943924,1
geometry,0.170840422617,1
geometry,0.170841300627,1
geometry,0.170847054408,1
geometry,0.170856557771,1
geometry,0.170860505969,1
geometry,0.170864814985,1
geometry,0.170867463257,1
geometry,0.170871395353,1
geometry,0.170875224945,1
geometry,0.170877258581,1
geometry,0.170877938892,1
geometry,0.170882708312,1
geometry,0.170887645838,1
geometry,0.170892749993,1
geometry,0.170896218507,1
geometry,0.1709,11
geometry,0.170903847236,1
geometry,0.170921718924,1
geometry,0.170931331242,1
geometry,0.170940442845,1
geometry,0.170943082633,1
geometry,0.170951528218,1
geometry,0.170952829751,1
geometry,0.170961793977,1
geometry,0.170965834794,1
geometry,0.170967150841,1
geometry,0.170972592833,1
geometry,0.17097616793,1
geometry,0.170983171687,1
geometry,0.17098629331,1
geometry,0.170998918125,1
geometry,0.171,10
geometry,0.171011147297,1
geometry,0.171011157531,1
geometry,0.171015313642,1
geometry,0.171030114307,1
geometry,0.171032993893,1
geometry,0.171037987983,1
geometry,0.171050138848,1
geometry,0.171076963674,1
geometry,0.171079119123,1
geometry,0.171081413368,1
geometry,0.171083507875,1
geometry,0.171084679326,1
geometry,0.171086856596,1
geometry,0.171089377227,1
geometry,0.171092382453,1
geometry,0.17109484212,1
geometry,0.171097340716,1
geometry,0.171097348022,1
geometry,0.1711,9
geometry,0.171105420721,1
geometry,0.171109329085,1
geometry,0.171112719741,1
geometry,0.171114844476,1
geometry,0.171115925618,1
geometry,0.171125236791,1
geometry,0.171128971831,1
geometry,0.17114911627,1
geometry,0.171151132044,1
geometry,0.171157515172,1
geometry,0.171159428604,1
geometry,0.171165833331,1
geometry,0.171174078061,1
geometry,0.171178801258,1
geometry,0.171179893679,1
geometry,0.171186687567,1
geometry,0.171188843094,1
geometry,0.171192776327,1
geometry,0.171193170619,1
geometry,0.171194348622,1
geometry,0.171196138975,1
geometry,0.171196400371,1
geometry,0.171197517505,1
geometry,0.1712,12
geometry,0.171201723122,1
geometry,0.171210134046,1
geometry,0.17121077653,1
geometry,0.171214110595,1
geometry,0.171219605575,1
geometry,0.171224253539,1
geometry,0.171224757264,1
geometry,0.171227494872,1
geometry,0.171234235284,1
geometry,0.171260517925,1
geometry,0.171261992281,1
geometry,0.171266955365,1
geometry,0.171268239905,1
geometry,0.171272472978,1
geometry,0.171272998456,1
geometry,0.17127872995,1
geometry,0.171292245398,1
geometry,0.171297788952,1
geometry,0.171298589214,1
geometry,0.1713,3
geometry,0.171300131348,1
geometry,0.171302765594,1
geometry,0.17131188906,1
geometry,0.171313812928,1
geometry,0.171318845042,1
geometry,0.171323356551,1
geometry,0.171326150952,1
geometry,0.171327070249,1
geometry,0.171331977945,1
geometry,0.17133775124,1
geometry,0.171343667814,1
geometry,0.171347389825,1
geometry,0.171356801246,1
geometry,0.171362491034,1
geometry,0.171366872528,1
geometry,0.17138630342,1
geometry,0.171389782368,1
geometry,0.171392429821,1
geometry,0.171398210804,1
geometry,0.1714,8
geometry,0.17140145857,1
geometry,0.171407795914,1
geometry,0.171418712514,1
geometry,0.171428469048,1
geometry,0.171436688994,1
geometry,0.171437816715,1
geometry,0.171440616541,1
geometry,0.171458435196,1
geometry,0.171462046335,1
geometry,0.17146748963,1
geometry,0.17147229368,1
geometry,0.171474276497,1
geometry,0.171477083017,1
geometry,0.171489610958,1
geometry,0.17149052452,1
geometry,0.17149104204,1
geometry,0.171492645615,1
geometry,0.171497813397,1
geometry,0.171499467929,1
geometry,0.1715,9
geometry,0.171504198199,1
geometry,0.171513432419,1
geometry,0.17152085879,1
geometry,0.171525950418,1
geometry,0.171535768865,1
geometry,0.171540792039,1
geometry,0.171544600615,1
geometry,0.171545074252,1
geometry,0.171546640888,1
geometry,0.171552142219,1
geometry,0.171552421532,1
geometry,0.171559115176,1
geometry,0.171559974936,1
geometry,0.171561636154,1
geometry,0.171567923867,1
geometry,0.17158083372,1
geometry,0.171583895903,1
geometry,0.171590782581,1
geometry,0.171591156532,1
geometry,0.1716,8
geometry,0.17160259322,1
geometry,0.171616811531,1
geometry,0.171621842044,1
geometry,0.171624342679,1
geometry,0.171627095763,1
geometry,0.171631596741,1
geometry,0.171632259497,1
geometry,0.171632783873,1
geometry,0.171634757552,1
geometry,0.171637345392,1
geometry,0.171648314877,1
geometry,0.171649337313,1
geometry,0.171652403129,1
geometry,0.171657915635,1
geometry,0.171658682662,1
geometry,0.171659794361,1
geometry,0.171663777484,1
geometry,0.171664236229,1
geometry,0.171675886484,1
geometry,0.171683021875,1
geometry,0.171689032847,1
geometry,0.17169241878,1
geometry,0.171699509803,1
geometry,0.1717,13
geometry,0.171701965626,1
geometry,0.171702912031,1
geometry,0.17171222292,1
geometry,0.171715142023,1
geometry,0.17171652221,1
geometry,0.171720907289,1
geometry,0.171720984934,1
geometry,0.171722095259,1
geometry,0.171723404054,1
geometry,0.171730845608,1
geometry,0.171742576259,1
geometry,0.171743202194,1
geometry,0.171749313439,1
geometry,0.171757314255,1
geometry,0.17176089194,1
geometry,0.171762190252,1
geometry,0.171766127336,1
geometry,0.171771485798,1
geometry,0.171777515991,1
geometry,0.171777807065,1
geometry,0.171779073231,1
geometry,0.171781882048,1
geometry,0.171782718863,1
geometry,0.171783225801,1
geometry,0.171783934057,1
geometry,0.171786866495,1
geometry,0.171788183528,1
geometry,0.17179106496,1
geometry,0.171794237389,1
geometry,0.171799774447,1
geometry,0.1718,7
geometry,0.171809429311,1
geometry,0.171811248177,1
geometry,0.171814449334,1
geometry,0.171816830763,1
geometry,0.171819163658,1
geometry,0.17182184087,1
geometry,0.171823521382,1
geometry,0.171830488176,1
geometry,0.171839794576,1
geometry,0.171841242139,1
geometry,0.171842180503,1
geometry,0.171843452014,1
geometry,0.171851534762,1
geometry,0.171852684006,1
geometry,0.171857593664,1
geometry,0.171864394218,1
geometry,0.171871143593,1
geometry,0.171872583619,1
geometry,0.171873344841,1
geometry,0.171873834542,1
geometry,0.171886183273,1
geometry,0.171889012156,1
geometry,0.171891496784,1
geometry,0.171894328004,1
geometry,0.1719,4
geometry,0.171905119179,1
geometry,0.171906079008,1
geometry,0.171906958847,1
geometry,0.171908053185,1
geometry,0.171908878479,1
geometry,0.171912722042,1
geometry,0.171915524314,1
geometry,0.171915880593,1
geometry,0.171916455001,1
geometry,0.171924481968,1
geometry,0.171926568627,1
geometry,0.171927129913,1
geometry,0.171929316872,1
geometry,0.171932821183,1
geometry,0.17193800627,1
geometry,0.171939867396,1
geometry,0.17194027306,1
geometry,0.171942713328,1
geometry,0.17194326099,1
geometry,0.171945941117,1
geometry,0.171952624289,1
geometry,0.171972570487,1
geometry,0.171973900636,1
geometry,0.17197685164,1
geometry,0.171980856493,1
geometry,0.171983729851,1
geometry,0.171984148979,1
geometry,0.171985777028,1
geometry,0.171989440083,1
geometry,0.171990711959,1
geometry,0.172,9
geometry,0.172021888142,1
geometry,0.172026654911,1
geometry,0.172028916174,1
geometry,0.172031697661,1
geometry,0.172046243783,1
geometry,0.172051562039,1
geometry,0.172054831377,1
geometry,0.172059757061,1
geometry,0.172060963033,1
geometry,0.172063898015,1
geometry,0.172069034111,1
geometry,0.172073400036,1
geometry,0.172073530794,1
geometry,0.17208274899,1
geometry,0.172089598756,1
geometry,0.17209056482,1
geometry,0.172092024801,1
geometry,0.172099716734,1
geometry,0.1721,3
geometry,0.172102941579,1
geometry,0.172104575767,1
geometry,0.172105766899,1
geometry,0.17210822903,1
geometry,0.172115731413,1
geometry,0.172117233303,1
geometry,0.172117605143,1
geometry,0.172122810807,1
geometry,0.172124736746,1
geometry,0.172127414047,1
geometry,0.17213878122,1
geometry,0.172146311317,1
geometry,0.172150370316,1
geometry,0.172154443742,1
geometry,0.172155027035,1
geometry,0.172162327885,1
geometry,0.172168423353,1
geometry,0.172168471272,1
geometry,0.172170061277,1
geometry,0.172178729813,1
geometry,0.172193488553,1
geometry,0.172195753432,1
geometry,0.172198214276,1
geometry,0.1722,6
geometry,0.172202835826,1
geometry,0.172213167325,1
geometry,0.172215954545,1
geometry,0.172219939322,1
geometry,0.172220781266,1
geometry,0.172223125625,1
geometry,0.172230291567,1
geometry,0.172247685035,1
geometry,0.1722527068,1
geometry,0.172261719485,1
geometry,0.172262089561,1
geometry,0.172263993142,1
geometry,0.172265202522,1
geometry,0.172265463747,1
geometry,0.172271674979,1
geometry,0.172274512044,1
geometry,0.172275752792,1
geometry,0.17228133387,1
geometry,0.17228335381,1
geometry,0.172293456057,1
geometry,0.172294972358,1
geometry,0.172295608379,1
geometry,0.17229609688,1
geometry,0.172297983157,1
geometry,0.1723,3
geometry,0.172301857216,1
geometry,0.172319678698,1
geometry,0.172331705344,1
geometry,0.172334993545,1
geometry,0.172336197591,1
geometry,0.17234373115,1
geometry,0.172344243691,1
geometry,0.172348694512,1
geometry,0.172353495758,1
geometry,0.172363351673,1
