component,value,count
geometry,0.714274487855,1
geometry,0.714285398143,1
geometry,0.714288262888,1
geometry,0.714298241866,1
geometry,0.714299818004,1
geometry,0.7143,3
geometry,0.714300192496,1
geometry,0.714300662653,1
geometry,0.714318591386,1
geometry,0.714340071675,1
geometry,0.714347893187,1
geometry,0.714356554005,1
geometry,0.714359528995,1
geometry,0.714360928383,1
geometry,0.714361350138,1
geometry,0.714362384695,1
geometry,0.714371087041,1
geometry,0.714371351609,1
geometry,0.714374479294,1
geometry,0.714388247384,1
geometry,0.714402159151,1
geometry,0.714404185318,1
geometry,0.714405893033,1
geometry,0.71442880681,1
geometry,0.714432019159,1
geometry,0.714432586043,1
geometry,0.714434493148,1
geometry,0.714443053481,1
geometry,0.714446808727,1
geometry,0.714454742144,1
geometry,0.714473499625,1
geometry,0.714475007727,1
geometry,0.714478938341,1
geometry,0.714480469592,1
geometry,0.714488422579,1
geometry,0.71449201885,1
geometry,0.714497401442,1
geometry,0.714504442653,1
geometry,0.714509609453,1
geometry,0.714531234947,1
geometry,0.714537368978,1
geometry,0.714542123787,1
geometry,0.714556694742,1
geometry,0.714565817822,1
geometry,0.714566160688,1
geometry,0.714567047239,1
geometry,0.71456997558,1
geometry,0.714586537797,1
geometry,0.714588080645,1
geometry,0.714591043885,1
geometry,0.714593798368,1
geometry,0.714595407673,1
geometry,0.7146,2
geometry,0.714602821153,1
geometry,0.714609845767,1
geometry,0.714618562591,1
geometry,0.714632280734,1
geometry,0.714634814433,1
geometry,0.714636383065,1
geometry,0.714638395741,1
geometry,0.714649740782,1
geometry,0.714669703429,1
geometry,0.714672815583,1
geometry,0.714680437328,1
geometry,0.7147,1
geometry,0.714701350216,1
geometry,0.714702463733,1
geometry,0.71470294412,1
geometry,0.714719844881,1
geometry,0.714742219265,1
geometry,0.714749506237,1
geometry,0.714758326289,1
geometry,0.714759725362,1
geometry,0.714762520002,1
geometry,0.714767575859,1
geometry,0.714776172425,1
geometry,0.714792792819,1
geometry,0.7148,3
geometry,0.714813028001,1
geometry,0.71481903654,1
geometry,0.714820984583,1
geometry,0.714828098217,1
geometry,0.71483117937,1
geometry,0.714832585295,1
geometry,0.714833950998,1
geometry,0.714844825819,1
geometry,0.714847571165,1
geometry,0.714850631251,1
geometry,0.714859570825,1
geometry,0.714880273193,1
geometry,0.71488433505,1
geometry,0.714890218845,1
geometry,0.7148910389,1
geometry,0.714892961685,1
geometry,0.714895967257,1
geometry,0.714898081314,1
geometry,0.7149,2
geometry,0.71490369194,1
geometry,0.714909753046,1
geometry,0.714909839071,1
geometry,0.714920117915,1
geometry,0.714928087293,1
geometry,0.714938863354,1
geometry,0.714949093759,1
geometry,0.714950229037,1
geometry,0.714953662834,1
geometry,0.714963603469,1
geometry,0.715,1
geometry,0.715029139266,1
geometry,0.7150302595,1
geometry,0.71503313443,1
geometry,0.715057090628,1
geometry,0.715067388433,1
geometry,0.715076259336,1
geometry,0.71508814142,1
geometry,0.715090628872,1
geometry,0.715094895801,1
geometry,0.7151,3
geometry,0.715102185006,1
geometry,0.715122652067,1
geometry,0.715124377294,1
geometry,0.715124874876,1
geometry,0.715127787182,1
geometry,0.715139041259,1
geometry,0.71515218427,1
geometry,0.7152,2
geometry,0.715220948379,1
geometry,0.715243778955,1
geometry,0.715255284496,1
geometry,0.715255704526,1
geometry,0.715267366095,1
geometry,0.715270987109,1
geometry,0.715271294685,1
geometry,0.715278677626,1
geometry,0.715281542471,1
geometry,0.715292726092,1
geometry,0.715293831233,1
geometry,0.7153,2
geometry,0.715313130734,1
geometry,0.715317223335,1
geometry,0.715329134036,1
geometry,0.71533252058,1
geometry,0.715343151921,1
geometry,0.715346985735,1
geometry,0.715353260634,1
geometry,0.715354558244,1
geometry,0.715359030138,1
geometry,0.715359339773,1
geometry,0.715372748992,1
geometry,0.715376566339,1
geometry,0.715378961344,1
geometry,0.715379663768,1
geometry,0.715411081127,1
geometry,0.715423816699,1
geometry,0.7154370133,1
geometry,0.715453202523,1
geometry,0.715461492092,1
geometry,0.715484487952,1
geometry,0.715498053806,1
geometry,0.7155,1
geometry,0.715504530617,1
geometry,0.715505415773,1
geometry,0.715506807794,1
geometry,0.715519688758,1
geometry,0.715538198375,1
geometry,0.715538685188,1
geometry,0.715544870478,1
geometry,0.715552938643,1
geometry,0.715553462713,1
geometry,0.715575847366,1
geometry,0.715576395043,1
geometry,0.71559688233,1
geometry,0.715604690687,1
geometry,0.715606822913,1
geometry,0.71561059476,1
geometry,0.715610616886,1
geometry,0.71562003186,1
geometry,0.71563820934,1
geometry,0.715649470062,1
geometry,0.71564996856,1
geometry,0.715654750328,1
geometry,0.715660190314,1
geometry,0.715664582748,1
geometry,0.715665397841,1
geometry,0.715676550545,1
geometry,0.715678475295,1
geometry,0.715689641768,1
geometry,0.715693635573,1
geometry,0.715695024834,1
geometry,0.7157,2
geometry,0.715714496151,1
geometry,0.715722907276,1
geometry,0.715728705586,1
geometry,0.715731490621,1
geometry,0.715736589116,1
geometry,0.71574037658,1
geometry,0.715742132335,1
geometry,0.715744116287,1
geometry,0.715751367445,1
geometry,0.715757770944,1
geometry,0.715762862267,1
geometry,0.715779288608,1
geometry,0.715780534335,1
geometry,0.715783329647,1
geometry,0.715790304489,1
geometry,0.7158,2
geometry,0.715802951936,1
geometry,0.715814284574,1
geometry,0.715830922774,1
geometry,0.715837580507,1
geometry,0.715847032543,1
geometry,0.715847794576,1
geometry,0.715853288042,1
geometry,0.715867323601,1
geometry,0.715871418273,1
geometry,0.715873959577,1
geometry,0.715883291233,1
geometry,0.715884253913,1
geometry,0.715895860967,1
geometry,0.7159,2
geometry,0.715903092005,1
geometry,0.715913264649,1
geometry,0.715914287567,1
geometry,0.715936881529,1
geometry,0.715941864958,1
geometry,0.715945510031,1
geometry,0.71595250017,1
geometry,0.715959694596,1
geometry,0.715961542263,1
geometry,0.715967012159,1
geometry,0.715970283368,1
geometry,0.715988859317,1
geometry,0.716,4
geometry,0.716001871506,1
geometry,0.716014132193,1
geometry,0.716019813506,1
geometry,0.716044450436,1
geometry,0.716062167692,1
geometry,0.716067247773,1
geometry,0.716070017526,1
geometry,0.716070055057,1
geometry,0.716070682615,1
geometry,0.716075863649,1
geometry,0.716088650936,1
geometry,0.71609279287,1
geometry,0.7161,1
geometry,0.71610140483,1
geometry,0.716105477566,1
geometry,0.71610660752,1
geometry,0.716122580289,1
geometry,0.716124102373,1
geometry,0.716125310264,1
geometry,0.716126430877,1
geometry,0.716141381293,1
geometry,0.716143861246,1
geometry,0.716157970237,1
geometry,0.716157977218,1
geometry,0.71617532246,1
geometry,0.716182064841,1
geometry,0.716194810556,1
geometry,0.7162,1
geometry,0.716204730507,1
geometry,0.716209057668,1
geometry,0.716218507161,1
geometry,0.716227217206,1
geometry,0.716233708366,1
geometry,0.716234543588,1
geometry,0.716240464742,1
geometry,0.716244462457,1
geometry,0.716264848886,1
geometry,0.716273360294,1
geometry,0.7163,1
geometry,0.716305961165,1
geometry,0.716309986435,1
geometry,0.716315900982,1
geometry,0.716324325986,1
geometry,0.716348318906,1
geometry,0.716350483353,1
geometry,0.716357825591,1
geometry,0.716390558052,1
geometry,0.716398529102,1
geometry,0.7164,2
geometry,0.716406983495,1
geometry,0.716413430453,1
geometry,0.71643138192,1
geometry,0.716436125322,1
geometry,0.71644403131,1
geometry,0.716445470709,1
geometry,0.716458356547,1
geometry,0.716463411487,1
geometry,0.716466779877,1
geometry,0.716476094507,1
geometry,0.716484921916,1
geometry,0.71649205334,1
geometry,0.716492234431,1
geometry,0.7165,1
geometry,0.716509853387,1
geometry,0.716523694654,1
geometry,0.716536142378,1
geometry,0.716549038796,1
geometry,0.716552282635,1
geometry,0.716562373419,1
geometry,0.716568180387,1
geometry,0.71657365886,1
geometry,0.716574730227,1
geometry,0.716583930883,1
geometry,0.7165947781,1
geometry,0.716596202544,1
geometry,0.7166,2
geometry,0.716619471896,1
geometry,0.716628345797,1
geometry,0.716629363758,1
geometry,0.716647239382,1
geometry,0.716652804711,1
geometry,0.716655604178,1
geometry,0.716689280651,1
geometry,0.716691516623,1
geometry,0.716694472329,1
geometry,0.7167,2
geometry,0.716704223047,1
geometry,0.716711882488,1
geometry,0.716714325935,1
geometry,0.716727485171,1
geometry,0.716729409657,1
geometry,0.716757093907,1
geometry,0.71675843676,1
geometry,0.716775244876,1
geometry,0.716776591763,1
geometry,0.716784946829,1
geometry,0.71679603096,1
geometry,0.716799727958,1
geometry,0.716805085082,1
geometry,0.716814425078,1
geometry,0.716829924041,1
geometry,0.716834013795,1
geometry,0.716840650005,1
geometry,0.716841917022,1
geometry,0.716841943527,1
geometry,0.716859965405,1
geometry,0.716862869267,1
geometry,0.716868495611,1
geometry,0.716868652544,1
geometry,0.716873935919,1
geometry,0.716875193112,1
geometry,0.716881486021,1
geometry,0.716886443239,1
geometry,0.716888182156,1
geometry,0.716894193727,1
geometry,0.716895664853,1
geometry,0.7169,2
geometry,0.716907996189,1
geometry,0.716913952298,1
geometry,0.716917990428,1
geometry,0.716919078418,1
geometry,0.716919541046,1
geometry,0.716921923922,1
geometry,0.716923933668,1
geometry,0.716941166345,1
geometry,0.71696027505,1
geometry,0.716968829518,1
geometry,0.716971254654,1
geometry,0.716975830601,1
geometry,0.716980412912,1
geometry,0.716982264774,1
geometry,0.717,2
geometry,0.717000296374,1
geometry,0.717002615058,1
geometry,0.717004997658,1
geometry,0.717017633442,1
geometry,0.717020959712,1
geometry,0.717025470259,1
geometry,0.717045429523,1
geometry,0.717054157648,1
geometry,0.717061726771,1
geometry,0.717077849098,1
geometry,0.717082223319,1
geometry,0.717085789847,1
geometry,0.717086706752,1
geometry,0.717090301148,1
geometry,0.7171,1
geometry,0.717105883047,1
geometry,0.717114094827,1
geometry,0.717128778533,1
geometry,0.717137181205,1
geometry,0.717140253268,1
geometry,0.717154659052,1
geometry,0.717157440176,1
geometry,0.717162128113,1
geometry,0.717173358401,1
geometry,0.717173658654,1
geometry,0.717193077211,1
geometry,0.717194174079,1
geometry,0.7172,1
geometry,0.717200687395,1
geometry,0.717201915432,1
geometry,0.71720196737,1
geometry,0.717204568679,1
geometry,0.717210676161,1
geometry,0.717212109491,1
geometry,0.717226355483,1
geometry,0.717228473594,1
geometry,0.717228964488,1
geometry,0.717233647426,1
geometry,0.717244320298,1
geometry,0.717245409884,1
geometry,0.717249938306,1
geometry,0.717250930056,1
geometry,0.717266656598,1
geometry,0.717280404026,1
geometry,0.717282336322,1
geometry,0.717283825274,1
geometry,0.717284827201,1
geometry,0.717285748499,1
geometry,0.7173,1
geometry,0.717320705821,1
geometry,0.717324385676,1
geometry,0.717337706384,1
geometry,0.717343671704,1
geometry,0.717362638917,1
geometry,0.717367440219,1
geometry,0.717383037505,1
geometry,0.717392270658,1
geometry,0.7174,2
geometry,0.717413237495,1
geometry,0.717418709681,1
geometry,0.717455409764,1
geometry,0.717465742504,1
geometry,0.717475173787,1
geometry,0.717479790656,1
geometry,0.717486780366,1
geometry,0.71749578396,1
geometry,0.7175,2
geometry,0.717500165505,1
geometry,0.71750232578,1
geometry,0.717509448021,1
geometry,0.717529941303,1
geometry,0.717529964531,1
geometry,0.717530184034,1
geometry,0.717534694283,1
geometry,0.717537093118,1
geometry,0.717538556455,1
geometry,0.717549272176,1
geometry,0.71755298759,1
geometry,0.717565714761,1
geometry,0.717568541442,1
geometry,0.717572889677,1
geometry,0.717581458791,1
geometry,0.717590212099,1
geometry,0.717591312424,1
geometry,0.717592028941,1
geometry,0.7176,3
geometry,0.717603496601,1
geometry,0.717606368422,1
geometry,0.717615274712,1
geometry,0.71762178409,1
geometry,0.717637817194,1
geometry,0.7176630003,1
geometry,0.717664981032,1
geometry,0.717675064357,1
geometry,0.71767837504,1
geometry,0.7177,3
geometry,0.717700887557,1
geometry,0.71772366897,1
geometry,0.717728633956,1
geometry,0.717736773476,1
geometry,0.717740228774,1
geometry,0.717749709161,1
geometry,0.717758602642,1
geometry,0.71776590311,1
geometry,0.717775649722,1
geometry,0.717799797994,1
geometry,0.7178,4
geometry,0.717804322222,1
geometry,0.717805416995,1
geometry,0.717808110384,1
geometry,0.717820204972,1
geometry,0.717837101995,1
geometry,0.717837418919,1
geometry,0.717877653225,1
geometry,0.717892831835,1
geometry,0.717893331213,1
geometry,0.7179,1
geometry,0.717926419164,1
geometry,0.717926709351,1
geometry,0.717929375008,1
geometry,0.717932450397,1
geometry,0.717951934324,1
geometry,0.717958582835,1
geometry,0.717987139509,1
geometry,0.718,1
geometry,0.718002920143,1
geometry,0.718007736727,1
geometry,0.718016807603,1
geometry,0.718017856324,1
geometry,0.718032146448,1
geometry,0.718041663137,1
geometry,0.718045120449,1
geometry,0.718049724369,1
geometry,0.718059560204,1
geometry,0.718064193973,1
geometry,0.718070706825,1
geometry,0.718072576416,1
geometry,0.718081031291,1
geometry,0.7181,2
geometry,0.71810021167,1
geometry,0.718101870211,1
geometry,0.718103467475,1
geometry,0.718104069756,1
geometry,0.718109023756,1
geometry,0.718112399512,1
geometry,0.7181140752,1
geometry,0.718126841164,1
geometry,0.718133184026,1
geometry,0.718136296256,1
geometry,0.718139697413,1
geometry,0.718141304573,1
geometry,0.718161715772,1
geometry,0.718169476865,1
geometry,0.718174179198,1
geometry,0.718187433752,1
geometry,0.718189561792,1
geometry,0.7182,1
geometry,0.71820612408,1
geometry,0.718220669432,1
geometry,0.718235742636,1
geometry,0.718240000511,1
geometry,0.718257904006,1
geometry,0.718275829678,1
geometry,0.7183,1
geometry,0.718311826438,1
geometry,0.718336455987,1
geometry,0.718337165496,1
geometry,0.718340591224,1
geometry,0.718341342956,1
geometry,0.718342346425,1
geometry,0.718344094826,1
geometry,0.718354967965,1
geometry,0.718360372654,1
geometry,0.718368061419,1
geometry,0.718371245713,1
geometry,0.718371749166,1
geometry,0.718384664833,1
geometry,0.718388951752,1
geometry,0.718389594858,1
geometry,0.7184,1
geometry,0.718403946259,1
geometry,0.718410652761,1
geometry,0.718433486831,1
geometry,0.718451091759,1
geometry,0.718454093871,1
geometry,0.718494363235,1
geometry,0.718497352118,1
geometry,0.7185,1
geometry,0.718510048642,1
geometry,0.718523384449,1
geometry,0.718538522677,1
geometry,0.718539823531,1
geometry,0.718545637034,1
geometry,0.718552579844,1
geometry,0.718555919884,1
geometry,0.71855839707,1
geometry,0.718558433602,1
geometry,0.718558860962,1
geometry,0.718561229124,1
geometry,0.718572212794,1
geometry,0.71858710096,1
geometry,0.7186,2
geometry,0.718600219176,1
geometry,0.718605884682,1
geometry,0.718609097493,1
geometry,0.718616265819,1
geometry,0.718623373193,1
geometry,0.718629018804,1
geometry,0.718638969395,1
geometry,0.718646710342,1
geometry,0.718660946947,1
geometry,0.718669070806,1
geometry,0.718671462956,1
geometry,0.718686231954,1
geometry,0.718687901665,1
geometry,0.718694157085,1
geometry,0.7187,3
geometry,0.718708817951,1
geometry,0.718710233683,1
geometry,0.718710585006,1
geometry,0.718722865575,1
geometry,0.718735701075,1
geometry,0.718736851706,1
geometry,0.718742776196,1
geometry,0.71875933907,1
geometry,0.7188,3
geometry,0.718802874577,1
geometry,0.718804884513,1
geometry,0.718805036154,1
geometry,0.718807226293,1
geometry,0.71881479534,1
geometry,0.718824585695,1
geometry,0.718828574835,1
geometry,0.718829065216,1
geometry,0.71883296043,1
geometry,0.718835878348,1
geometry,0.718842194087,1
geometry,0.7189,1
geometry,0.718927781491,1
geometry,0.718934303906,1
geometry,0.718941075471,1
geometry,0.718945105693,1
geometry,0.718947871546,1
geometry,0.718948496069,1
geometry,0.718951354404,1
geometry,0.718953123646,1
geometry,0.718967276724,1
geometry,0.718975000724,1
geometry,0.71898147264,1
geometry,0.718985610658,1
geometry,0.718988561801,1
geometry,0.718997637588,1
geometry,0.719013694237,1
geometry,0.719015941409,1
geometry,0.71901767943,1
geometry,0.719026910136,1
geometry,0.719035343359,1
geometry,0.719035512568,1
geometry,0.719039825044,1
geometry,0.719049681872,1
geometry,0.719064932163,1
geometry,0.719071688591,1
geometry,0.719078663986,1
geometry,0.719099476197,1
geometry,0.7191,1
geometry,0.719112800609,1
geometry,0.719113847037,1
geometry,0.71911766492,1
geometry,0.719124891796,1
geometry,0.719126196621,1
geometry,0.719130537524,1
geometry,0.719152923584,1
geometry,0.719167013982,1
geometry,0.719175414393,1
geometry,0.719178859534,1
geometry,0.7192,1
geometry,0.719204099451,1
geometry,0.719209397533,1
geometry,0.719211059078,1
geometry,0.71922205368,1
geometry,0.719236784145,1
geometry,0.719243834408,1
geometry,0.719249700498,1
geometry,0.719256126147,1
geometry,0.719260945694,1
geometry,0.719263015176,1
geometry,0.719272859213,1
geometry,0.719274654079,1
geometry,0.719280972917,1
geometry,0.719287103087,1
geometry,0.719287904806,1
geometry,0.719289512545,1
geometry,0.719290912404,1
geometry,0.7193,2
geometry,0.719303141937,1
geometry,0.719305107957,1
geometry,0.719307847865,1
geometry,0.719308465125,1
geometry,0.719312509739,1
geometry,0.719332016526,1
geometry,0.719360785698,1
geometry,0.719363591424,1
geometry,0.719364172956,1
geometry,0.719371090606,1
geometry,0.719397023555,1
geometry,0.7194,4
geometry,0.719411141143,1
geometry,0.719411825035,1
geometry,0.719413260929,1
geometry,0.719421795611,1
geometry,0.719436453066,1
geometry,0.719439368536,1
geometry,0.719443547473,1
geometry,0.719444641141,1
geometry,0.719483188129,1
geometry,0.719487169795,1
geometry,0.719497218301,1
geometry,0.7195,3
geometry,0.719506525335,1
geometry,0.719510726119,1
geometry,0.719512246827,1
geometry,0.719513193069,1
geometry,0.719524167419,1
geometry,0.71952768536,1
geometry,0.719529657137,1
geometry,0.719552280936,1
geometry,0.719554118882,1
geometry,0.719560756295,1
geometry,0.719566685582,1
geometry,0.719574919657,1
geometry,0.71957831054,1
geometry,0.719579003075,1
geometry,0.71958235109,1
geometry,0.719598149432,1
geometry,0.7196,2
geometry,0.719623159716,1
geometry,0.719623472534,1
geometry,0.719636542522,1
geometry,0.719646901265,1
geometry,0.719648007709,1
geometry,0.71965061245,1
geometry,0.719657723331,1
geometry,0.71966447043,1
geometry,0.719677893227,1
geometry,0.719697736322,1
geometry,0.719697806027,1
geometry,0.71971130439,1
geometry,0.71972186526,1
geometry,0.719722700073,1
geometry,0.719744478468,1
geometry,0.719745649518,1
geometry,0.719766562852,1
geometry,0.719770784347,1
geometry,0.719775702331,1
geometry,0.719783527643,1
geometry,0.719787984988,1
geometry,0.719791012494,1
geometry,0.719791728558,1
geometry,0.7198,2
geometry,0.719809999732,1
geometry,0.71981216796,1
geometry,0.719814633877,1
geometry,0.719823474888,1
geometry,0.719833105657,1
geometry,0.71984472532,1
geometry,0.719846565248,1
geometry,0.719873917532,1
geometry,0.719879726065,1
geometry,0.719895412543,1
geometry,0.719898805389,1
geometry,0.7199,1
geometry,0.719900852548,1
geometry,0.719901323099,1
geometry,0.719902964294,1
geometry,0.719906797208,1
geometry,0.719914843575,1
geometry,0.719921428583,1
geometry,0.719931377682,1
geometry,0.719936145317,1
geometry,0.719963535535,1
geometry,0.719994804379,1
geometry,0.719995708321,1
geometry,0.719996238085,1
geometry,0.720017392845,1
geometry,0.720019185508,1
geometry,0.720025874535,1
geometry,0.720030611618,1
geometry,0.720064337403,1
geometry,0.720070063258,1
geometry,0.720079484039,1
geometry,0.720089561559,1
geometry,0.720093695292,1
geometry,0.720095425621,1
geometry,0.7201,1
geometry,0.720113261925,1
geometry,0.720133324462,1
geometry,0.72013663148,1
geometry,0.720138507511,1
geometry,0.720141545115,1
geometry,0.720142238265,1
geometry,0.720144806272,1
geometry,0.720149162327,1
geometry,0.720162615895,1
geometry,0.720164186141,1
geometry,0.720172396028,1
geometry,0.720178444554,1
geometry,0.720184162558,1
geometry,0.720196330003,1
geometry,0.720204620924,1
geometry,0.720209261257,1
geometry,0.720211068021,1
geometry,0.72022810507,1
geometry,0.720233557026,1
geometry,0.720236137666,1
geometry,0.720240597532,1
geometry,0.720262274453,1
geometry,0.720267553298,1
geometry,0.720278524253,1
geometry,0.720286919683,1
geometry,0.72029950715,1
geometry,0.720313943708,1
geometry,0.720316101444,1
geometry,0.720324070124,1
geometry,0.720339151604,1
geometry,0.720350486916,1
geometry,0.72035259422,1
geometry,0.720356589938,1
geometry,0.720364086186,1
geometry,0.720396666775,1
geometry,0.720399230751,1
geometry,0.720401011012,1
geometry,0.72040240144,1
geometry,0.720418715748,1
geometry,0.720424361054,1
geometry,0.72043268249,1
geometry,0.720440936411,1
geometry,0.720449922915,1
geometry,0.72046353019,1
geometry,0.720471808377,1
geometry,0.720472265254,1
geometry,0.720472624972,1
geometry,0.720487820855,1
geometry,0.720493875755,1
geometry,0.7205,2
geometry,0.720502650932,1
geometry,0.72050547303,1
geometry,0.720506535362,1
geometry,0.720510341124,1
geometry,0.720514578617,1
geometry,0.720525595857,1
geometry,0.720534832607,1
geometry,0.720554783483,1
geometry,0.720558502136,1
geometry,0.720569302704,1
geometry,0.720569627968,1
geometry,0.720577505497,1
geometry,0.720581810067,1
geometry,0.720596265834,1
geometry,0.7206,2
geometry,0.720600227241,1
geometry,0.720612895388,1
geometry,0.720613416935,1
geometry,0.720614657775,1
geometry,0.720631308877,1
geometry,0.720635153379,1
geometry,0.720640659414,1
geometry,0.720646510087,1
geometry,0.720650664331,1
geometry,0.720652174869,1
geometry,0.720664446882,1
geometry,0.720665858772,1
geometry,0.720674327742,1
geometry,0.720676158201,1
geometry,0.720681026877,1
geometry,0.720685909395,1
geometry,0.720687740981,1
geometry,0.720696062845,1
geometry,0.72069723879,1
geometry,0.720697405296,1
geometry,0.720699669765,1
geometry,0.7207,3
geometry,0.720705995138,1
geometry,0.720708470881,1
geometry,0.720709897717,1
geometry,0.720718759295,1
geometry,0.720744910492,1
geometry,0.720751408832,1
geometry,0.720752575438,1
geometry,0.72075996143,1
geometry,0.720779414939,1
geometry,0.720797912039,1
geometry,0.720811320666,1
geometry,0.720823588682,1
geometry,0.720827333694,1
geometry,0.720840622699,1
geometry,0.720845861471,1
geometry,0.720856146074,1
geometry,0.720863767373,1
geometry,0.720865511035,1
geometry,0.720887456542,1
geometry,0.720895061711,1
geometry,0.7209,3
geometry,0.720922555942,1
geometry,0.720924532805,1
geometry,0.720928806009,1
geometry,0.720936925119,1
geometry,0.720938991871,1
geometry,0.7209397617,1
geometry,0.720948843539,1
geometry,0.720956445286,1
geometry,0.720969211548,1
geometry,0.720969502822,1
geometry,0.720976680622,1
geometry,0.720979921704,1
geometry,0.720989341114,1
geometry,0.720997167123,1
geometry,0.720999932963,1
geometry,0.721,1
geometry,0.721002543338,1
geometry,0.721002794724,1
geometry,0.721006765572,1
geometry,0.721009823095,1
geometry,0.721025598912,1
geometry,0.721025772771,1
geometry,0.72105013233,1
geometry,0.721052973089,1
geometry,0.721063766251,1
geometry,0.721064489141,1
geometry,0.721066142597,1
geometry,0.721080773561,1
geometry,0.721091108437,1
geometry,0.7211,1
geometry,0.721110736295,1
geometry,0.721112002396,1
geometry,0.721112919382,1
geometry,0.721128211555,1
geometry,0.721143820607,1
geometry,0.721149789275,1
geometry,0.721160409803,1
geometry,0.721169669703,1
geometry,0.721183568864,1
geometry,0.721186787525,1
geometry,0.721190106699,1
geometry,0.721193217869,1
geometry,0.721194651256,1
geometry,0.721198051855,1
geometry,0.7212,3
geometry,0.721207799459,1
geometry,0.721220993871,1
geometry,0.721224268865,1
geometry,0.72124040606,1
geometry,0.721248021537,1
geometry,0.721255115357,1
geometry,0.721255599632,1
geometry,0.721278630859,1
geometry,0.721279446539,1
geometry,0.721280809856,1
geometry,0.721282416949,1
geometry,0.721306916876,1
geometry,0.721308625578,1
geometry,0.721310621947,1
geometry,0.721315322865,1
geometry,0.721318540937,1
geometry,0.721326486412,1
geometry,0.721333051833,1
geometry,0.721334174753,1
geometry,0.721368596489,1
geometry,0.721369242021,1
geometry,0.72137184355,1
geometry,0.721384645433,1
geometry,0.721387059768,1
geometry,0.721390991419,1
geometry,0.721392384213,1
geometry,0.72139699773,1
geometry,0.721398611206,1
geometry,0.7214,1
geometry,0.721406761127,1
geometry,0.721409839134,1
geometry,0.721415029647,1
geometry,0.721428460302,1
geometry,0.721430680761,1
geometry,0.721445760262,1
geometry,0.721453200145,1
geometry,0.721460754303,1
geometry,0.721471460281,1
geometry,0.721473057363,1
geometry,0.721490802667,1
geometry,0.721495078523,1
geometry,0.721498115036,1
geometry,0.7215,1
geometry,0.721502785857,1
geometry,0.721504686402,1
geometry,0.721504882173,1
geometry,0.721509293079,1
geometry,0.721509931787,1
geometry,0.721516574076,1
geometry,0.721517137704,1
geometry,0.72152320591,1
geometry,0.721559098411,1
geometry,0.721587899474,1
geometry,0.721594792803,1
geometry,0.7216,5
geometry,0.721602711232,1
geometry,0.721617304393,1
geometry,0.721618009357,1
geometry,0.721622266643,1
geometry,0.721627897188,1
geometry,0.72162889701,1
geometry,0.72164609401,1
geometry,0.721655783598,1
geometry,0.72165659839,1
geometry,0.721663266351,1
geometry,0.72166671555,1
geometry,0.721670787132,1
geometry,0.721683072177,1
geometry,0.721684007028,1
geometry,0.7217,1
geometry,0.721703664948,1
geometry,0.72171202013,1
geometry,0.72171557417,1
geometry,0.72172876946,1
geometry,0.721729203603,1
geometry,0.721746361266,1
geometry,0.721751845627,1
geometry,0.721757347267,1
geometry,0.721775231634,1
geometry,0.721778617375,1
geometry,0.72179774868,1
geometry,0.7218,1
geometry,0.72181170444,1
geometry,0.721827809569,1
geometry,0.721828402046,1
geometry,0.721828865749,1
geometry,0.721831954128,1
geometry,0.721836728076,1
geometry,0.721857724209,1
geometry,0.721861254971,1
geometry,0.721864854388,1
geometry,0.721883373545,1
geometry,0.721886971762,1
geometry,0.72189117403,1
geometry,0.721909219659,1
geometry,0.721932300612,1
geometry,0.721937573478,1
geometry,0.721943562891,1
geometry,0.721949015975,1
geometry,0.721956128861,1
geometry,0.721963053071,1
geometry,0.721971095336,1
geometry,0.721979202312,1
geometry,0.721990867325,1
geometry,0.721995477825,1
geometry,0.722,4
geometry,0.722002428435,1
geometry,0.722015297622,1
geometry,0.72202700088,1
geometry,0.722039512176,1
geometry,0.722040078528,1
geometry,0.722053256346,1
geometry,0.722059417569,1
geometry,0.722060921252,1
geometry,0.722085728982,1
geometry,0.722089038831,1
geometry,0.7221,1
geometry,0.722112972463,1
geometry,0.722115994837,1
geometry,0.722133343444,1
geometry,0.722137967427,1
geometry,0.722175243869,1
geometry,0.722184763656,1
geometry,0.722196459421,1
geometry,0.722205457263,1
geometry,0.722216281664,1
geometry,0.722225795718,1
geometry,0.722226374945,1
geometry,0.722228788197,1
geometry,0.722230752599,1
geometry,0.722244570765,1
geometry,0.722270773325,1
geometry,0.722271751144,1
geometry,0.722281169859,1
geometry,0.72228329276,1
geometry,0.722288180022,1
geometry,0.722298471152,1
geometry,0.7223,1
geometry,0.722302000551,1
geometry,0.722310919401,1
geometry,0.722317655883,1
geometry,0.722342632227,1
geometry,0.722347436026,1
geometry,0.722347527164,1
geometry,0.722351164601,1
geometry,0.722359849383,1
geometry,0.722360558632,1
geometry,0.722380536836,1
geometry,0.722396075571,1
geometry,0.722397985878,1
geometry,0.7224,4
geometry,0.722401293142,1
geometry,0.722404690369,1
geometry,0.722404925232,1
geometry,0.72240897301,1
geometry,0.722414395159,1
geometry,0.722417525858,1
geometry,0.722429038038,1
geometry,0.72243323913,1
geometry,0.722458303295,1
geometry,0.722458798825,1
geometry,0.722466058026,1
geometry,0.722467802051,1
geometry,0.722471511549,1
geometry,0.722479459916,1
geometry,0.722492871937,1
geometry,0.722494317163,1
geometry,0.722495907716,1
geometry,0.7225001188,1
geometry,0.722501329872,1
geometry,0.722504366769,1
geometry,0.722510574317,1
geometry,0.722533215499,1
geometry,0.722538499551,1
geometry,0.722550835582,1
